Entry,Gene Names,Protein names,Query_original,Query_clean
A0A5C2GQ03,,IG c953_heavy_IGHV3-30_IGHD3-9_IGHJ4,IG c953_heavy_IGHV3-30_IGHD3-9_IGHJ4,IG c953_heavy_IGHV3-30_IGHD3-9_IGHJ4
A0A5C2GIH9,,IG c955_light_IGKV2D-29_IGKJ1,IG c955_light_IGKV2D-29_IGKJ1,IG c955_light_IGKV2D-29_IGKJ1
A0A5C2GTX0,,IG c955_light_IGKV3-20_IGKJ4,IG c955_light_IGKV3-20_IGKJ4,IG c955_light_IGKV3-20_IGKJ4
A0A5C2GHV8,,IG c962_heavy_IGHV4-34_IGHD3-10_IGHJ5,IG c962_heavy_IGHV4-34_IGHD3-10_IGHJ5,IG c962_heavy_IGHV4-34_IGHD3-10_IGHJ5
A0A5C2GFT3,,IG c966_heavy_IGHV4-34_IGHD6-13_IGHJ4,IG c966_heavy_IGHV4-34_IGHD6-13_IGHJ4,IG c966_heavy_IGHV4-34_IGHD6-13_IGHJ4
A0A5C2GJD6,,IG c966_light_IGKV3D-15_IGKJ2,IG c966_light_IGKV3D-15_IGKJ2,IG c966_light_IGKV3D-15_IGKJ2
A0A5C2GL90,,IG c96_heavy_IGHV3-48_IGHD4-17_IGHJ6,IG c96_heavy_IGHV3-48_IGHD4-17_IGHJ6,IG c96_heavy_IGHV3-48_IGHD4-17_IGHJ6
A0A5C2GZG4,,IG c96_light_IGKV3-15_IGKJ2,IG c96_light_IGKV3-15_IGKJ2,IG c96_light_IGKV3-15_IGKJ2
A0A5C2GR08,,IG c970_heavy_IGHV3-48_IGHD3-3_IGHJ6,IG c970_heavy_IGHV3-48_IGHD3-3_IGHJ6,IG c970_heavy_IGHV3-48_IGHD3-3_IGHJ6
A0A5C2GNG5,,IG c972_heavy_IGHV3-33_IGHD3-9_IGHJ4,IG c972_heavy_IGHV3-33_IGHD3-9_IGHJ4,IG c972_heavy_IGHV3-33_IGHD3-9_IGHJ4
A0A5C2GVV8,,IG c973_light_IGKV3-11_IGKJ1,IG c973_light_IGKV3-11_IGKJ1,IG c973_light_IGKV3-11_IGKJ1
A0A5C2GFH7,,IG c974_heavy_IGHV2-5_IGHD6-13_IGHJ4,IG c974_heavy_IGHV2-5_IGHD6-13_IGHJ4,IG c974_heavy_IGHV2-5_IGHD6-13_IGHJ4
A0A5C2GHB9,,IG c974_light_IGKV4-1_IGKJ5,IG c974_light_IGKV4-1_IGKJ5,IG c974_light_IGKV4-1_IGKJ5
A0A5C2GJU0,,IG c975_heavy_IGHV3-66_IGHD3-3_IGHJ6,IG c975_heavy_IGHV3-66_IGHD3-3_IGHJ6,IG c975_heavy_IGHV3-66_IGHD3-3_IGHJ6
A0A5C2GX23,,IG c979_light_IGKV3-20_IGKJ3,IG c979_light_IGKV3-20_IGKJ3,IG c979_light_IGKV3-20_IGKJ3
A0A5C2GUB8,,IG c97_heavy_IGHV3-48_IGHD2-15_IGHJ5,IG c97_heavy_IGHV3-48_IGHD2-15_IGHJ5,IG c97_heavy_IGHV3-48_IGHD2-15_IGHJ5
A0A5C2GN53,,IG c980_light_IGLV1-47_IGLJ3,IG c980_light_IGLV1-47_IGLJ3,IG c980_light_IGLV1-47_IGLJ3
A0A5C2GYZ9,,IG c980_light_IGLV2-14_IGLJ3,IG c980_light_IGLV2-14_IGLJ3,IG c980_light_IGLV2-14_IGLJ3
A0A5C2GEQ6,,IG c986_heavy_IGHV1-69_IGHD3-9_IGHJ4,IG c986_heavy_IGHV1-69_IGHD3-9_IGHJ4,IG c986_heavy_IGHV1-69_IGHD3-9_IGHJ4
A0A5C2GG43,,IG c988_heavy_IGHV3-23_IGHD4-17_IGHJ4,IG c988_heavy_IGHV3-23_IGHD4-17_IGHJ4,IG c988_heavy_IGHV3-23_IGHD4-17_IGHJ4
A0A5C2GTV0,,IG c989_light_IGKV4-1_IGKJ5,IG c989_light_IGKV4-1_IGKJ5,IG c989_light_IGKV4-1_IGKJ5
A0A5C2GIV0,,IG c98_light_IGLV1-44_IGLJ2,IG c98_light_IGLV1-44_IGLJ2,IG c98_light_IGLV1-44_IGLJ2
A0A5C2GZ09,,IG c990_light_IGKV3D-20_IGKJ4,IG c990_light_IGKV3D-20_IGKJ4,IG c990_light_IGKV3D-20_IGKJ4
A0A5C2GJ89,,IG c995_light_IGKV3-11_IGKJ4,IG c995_light_IGKV3-11_IGKJ4,IG c995_light_IGKV3-11_IGKJ4
A0A5C2GX43,,IG c999_light_IGLV6-57_IGLJ2,IG c999_light_IGLV6-57_IGLJ2,IG c999_light_IGLV6-57_IGLJ2
A0A5C2GDC9,,IGH + IGL c100_light_IGLV7-46_IGLJ3,IGH + IGL c100_light_IGLV7-46_IGLJ3,IGH + IGL c100_light_IGLV7-46_IGLJ3
A0A5C2GC08,,IGH + IGL c103_light_IGKV3-20_IGKJ3,IGH + IGL c103_light_IGKV3-20_IGKJ3,IGH + IGL c103_light_IGKV3-20_IGKJ3
A0A5C2GDN1,,IGH + IGL c107_heavy_IGHV3-74_IGHD7-27_IGHJ4,IGH + IGL c107_heavy_IGHV3-74_IGHD7-27_IGHJ4,IGH + IGL c107_heavy_IGHV3-74_IGHD7-27_IGHJ4
A0A5C2GJC9,,IGH + IGL c107_light_IGKV2-30_IGKJ3,IGH + IGL c107_light_IGKV2-30_IGKJ3,IGH + IGL c107_light_IGKV2-30_IGKJ3
A0A5C2GCD3,,IGH + IGL c114_light_IGKV3-15_IGKJ4,IGH + IGL c114_light_IGKV3-15_IGKJ4,IGH + IGL c114_light_IGKV3-15_IGKJ4
A0A5C2G8H8,,IGH + IGL c120_heavy_IGHV3-11_IGHD2-21_IGHJ4,IGH + IGL c120_heavy_IGHV3-11_IGHD2-21_IGHJ4,IGH + IGL c120_heavy_IGHV3-11_IGHD2-21_IGHJ4
A0A5C2GBW0,,IGH + IGL c128_light_IGLV3-25_IGLJ2,IGH + IGL c128_light_IGLV3-25_IGLJ2,IGH + IGL c128_light_IGLV3-25_IGLJ2
A0A5C2GAN6,,IGH + IGL c142_heavy_IGHV3-48_IGHD4-11_IGHJ6,IGH + IGL c142_heavy_IGHV3-48_IGHD4-11_IGHJ6,IGH + IGL c142_heavy_IGHV3-48_IGHD4-11_IGHJ6
A0A5C2G8M3,,IGH + IGL c144_heavy_IGHV3-21_IGHD4-17_IGHJ4,IGH + IGL c144_heavy_IGHV3-21_IGHD4-17_IGHJ4,IGH + IGL c144_heavy_IGHV3-21_IGHD4-17_IGHJ4
A0A5C2GJG7,,IGH + IGL c147_light_IGKV2-24_IGKJ1,IGH + IGL c147_light_IGKV2-24_IGKJ1,IGH + IGL c147_light_IGKV2-24_IGKJ1
A0A5C2GC49,,IGH + IGL c153_light_IGKV3-20_IGKJ4,IGH + IGL c153_light_IGKV3-20_IGKJ4,IGH + IGL c153_light_IGKV3-20_IGKJ4
A0A5C2GBP6,,IGH + IGL c158_heavy_IGHV1-69_IGHD6-13_IGHJ6,IGH + IGL c158_heavy_IGHV1-69_IGHD6-13_IGHJ6,IGH + IGL c158_heavy_IGHV1-69_IGHD6-13_IGHJ6
A0A5C2GH04,,IGH + IGL c15_heavy_IGHV3-9_IGHD3-16_IGHJ3,IGH + IGL c15_heavy_IGHV3-9_IGHD3-16_IGHJ3,IGH + IGL c15_heavy_IGHV3-9_IGHD3-16_IGHJ3
A0A5C2GDI4,,IGH + IGL c15_light_IGLV3-25_IGLJ2,IGH + IGL c15_light_IGLV3-25_IGLJ2,IGH + IGL c15_light_IGLV3-25_IGLJ2
A0A5C2GC56,,IGH + IGL c163_light_IGKV1D-39_IGKJ2,IGH + IGL c163_light_IGKV1D-39_IGKJ2,IGH + IGL c163_light_IGKV1D-39_IGKJ2
A0A5C2GFM8,,IGH + IGL c169_light_IGKV1D-33_IGKJ4,IGH + IGL c169_light_IGKV1D-33_IGKJ4,IGH + IGL c169_light_IGKV1D-33_IGKJ4
A0A5C2GG67,,IGH + IGL c171_light_IGKV1D-39_IGKJ1,IGH + IGL c171_light_IGKV1D-39_IGKJ1,IGH + IGL c171_light_IGKV1D-39_IGKJ1
A0A5C2GAR1,,IGH + IGL c172_heavy_IGHV3-23_IGHD2-21_IGHJ4,IGH + IGL c172_heavy_IGHV3-23_IGHD2-21_IGHJ4,IGH + IGL c172_heavy_IGHV3-23_IGHD2-21_IGHJ4
A0A5C2G8P7,,IGH + IGL c174_heavy_IGHV3-15_IGHD3-10_IGHJ4,IGH + IGL c174_heavy_IGHV3-15_IGHD3-10_IGHJ4,IGH + IGL c174_heavy_IGHV3-15_IGHD3-10_IGHJ4
A0A5C2GJJ5,,IGH + IGL c177_light_IGLV7-46_IGLJ2,IGH + IGL c177_light_IGLV7-46_IGLJ2,IGH + IGL c177_light_IGLV7-46_IGLJ2
A0A5C2GC72,,IGH + IGL c183_light_IGKV1-5_IGKJ1,IGH + IGL c183_light_IGKV1-5_IGKJ1,IGH + IGL c183_light_IGKV1-5_IGKJ1
A0A5C2GC07,,IGH + IGL c188_light_IGKV3-11_IGKJ2,IGH + IGL c188_light_IGKV3-11_IGKJ2,IGH + IGL c188_light_IGKV3-11_IGKJ2
A0A5C2GGU6,,IGH + IGL c1_light_IGKV3-15_IGKJ4,IGH + IGL c1_light_IGKV3-15_IGKJ4,IGH + IGL c1_light_IGKV3-15_IGKJ4
A0A5C2GHJ3,,IGH + IGL c205_heavy_IGHV3-48_IGHD5-24_IGHJ1,IGH + IGL c205_heavy_IGHV3-48_IGHD5-24_IGHJ1,IGH + IGL c205_heavy_IGHV3-48_IGHD5-24_IGHJ1
A0A5C2GAU8,,IGH + IGL c215_light_IGKV3-20_IGKJ1,IGH + IGL c215_light_IGKV3-20_IGKJ1,IGH + IGL c215_light_IGKV3-20_IGKJ1
A0A5C2GFS7,,IGH + IGL c219_light_IGKV1-12_IGKJ4,IGH + IGL c219_light_IGKV1-12_IGKJ4,IGH + IGL c219_light_IGKV1-12_IGKJ4
A0A5C2GGW3,,IGH + IGL c21_light_IGKV3-20_IGKJ3,IGH + IGL c21_light_IGKV3-20_IGKJ3,IGH + IGL c21_light_IGKV3-20_IGKJ3
A0A5C2GAM4,,IGH + IGL c221_heavy_IGHV4-59B_IGHD3-10_IGHJ4,IGH + IGL c221_heavy_IGHV4-59B_IGHD3-10_IGHJ4,IGH + IGL c221_heavy_IGHV4-59B_IGHD3-10_IGHJ4
A0A5C2GA04,,IGH + IGL c22_light_IGLV3-25_IGLJ1,IGH + IGL c22_light_IGLV3-25_IGLJ1,IGH + IGL c22_light_IGLV3-25_IGLJ1
A0A5C2GDX9,,IGH + IGL c237_heavy_IGHV4-39_IGHD2-2_IGHJ4,IGH + IGL c237_heavy_IGHV4-39_IGHD2-2_IGHJ4,IGH + IGL c237_heavy_IGHV4-39_IGHD2-2_IGHJ4
A0A5C2GJR2,,IGH + IGL c247_light_IGLV1-40_IGLJ2,IGH + IGL c247_light_IGLV1-40_IGLJ2,IGH + IGL c247_light_IGLV1-40_IGLJ2
A0A5C2G9T8,,IGH + IGL c24_heavy_IGHV3-9_IGHD3-9_IGHJ4,IGH + IGL c24_heavy_IGHV3-9_IGHD3-9_IGHJ4,IGH + IGL c24_heavy_IGHV3-9_IGHD3-9_IGHJ4
A0A5C2GDR9,,IGH + IGL c250_light_IGKV3-15_IGKJ3,IGH + IGL c250_light_IGKV3-15_IGKJ3,IGH + IGL c250_light_IGKV3-15_IGKJ3
A0A5C2GHP2,,IGH + IGL c255_heavy_IGHV3-74_IGHD3-10_IGHJ5,IGH + IGL c255_heavy_IGHV3-74_IGHD3-10_IGHJ5,IGH + IGL c255_heavy_IGHV3-74_IGHD3-10_IGHJ5
A0A5C2GAI2,,IGH + IGL c256_heavy_IGHV3-23_IGHD1-26_IGHJ6,IGH + IGL c256_heavy_IGHV3-23_IGHD1-26_IGHJ6,IGH + IGL c256_heavy_IGHV3-23_IGHD1-26_IGHJ6
A0A5C2GJS1,,IGH + IGL c257_light_IGLV3-21_IGLJ1,IGH + IGL c257_light_IGLV3-21_IGLJ1,IGH + IGL c257_light_IGLV3-21_IGLJ1
A0A5C2G8E6,,IGH + IGL c25_heavy_IGHV4-28_IGHD6-19_IGHJ3,IGH + IGL c25_heavy_IGHV4-28_IGHD6-19_IGHJ3,IGH + IGL c25_heavy_IGHV4-28_IGHD6-19_IGHJ3
A0A5C2GDS9,,IGH + IGL c260_light_IGKV3-11_IGKJ1,IGH + IGL c260_light_IGKV3-11_IGKJ1,IGH + IGL c260_light_IGKV3-11_IGKJ1
A0A5C2GAN2,,IGH + IGL c266_light_IGKV1-27_IGKJ4,IGH + IGL c266_light_IGKV1-27_IGKJ4,IGH + IGL c266_light_IGKV1-27_IGKJ4
A0A5C2G826,,IGH + IGL c26_heavy_IGHV3-9_IGHD3-22_IGHJ4,IGH + IGL c26_heavy_IGHV3-9_IGHD3-22_IGHJ4,IGH + IGL c26_heavy_IGHV3-9_IGHD3-22_IGHJ4
A0A5C2GGI2,,IGH + IGL c281_light_IGLV2-11_IGLJ3,IGH + IGL c281_light_IGLV2-11_IGLJ3,IGH + IGL c281_light_IGLV2-11_IGLJ3
A0A5C2GAQ3,,IGH + IGL c282_light_IGKV4-1_IGKJ1,IGH + IGL c282_light_IGKV4-1_IGKJ1,IGH + IGL c282_light_IGKV4-1_IGKJ1
A0A5C2G956,,IGH + IGL c294_heavy_IGHV1-8_IGHD6-19_IGHJ3,IGH + IGL c294_heavy_IGHV1-8_IGHD6-19_IGHJ3,IGH + IGL c294_heavy_IGHV1-8_IGHD6-19_IGHJ3
A0A5C2GB45,,IGH + IGL c305_light_IGKV2-28_IGKJ1,IGH + IGL c305_light_IGKV2-28_IGKJ1,IGH + IGL c305_light_IGKV2-28_IGKJ1
A0A5C2GAT0,,IGH + IGL c306_light_IGKV3-20_IGKJ1,IGH + IGL c306_light_IGKV3-20_IGKJ1,IGH + IGL c306_light_IGKV3-20_IGKJ1
A0A5C2GG17,,IGH + IGL c309_light_IGKV3-11_IGKJ5,IGH + IGL c309_light_IGKV3-11_IGKJ5,IGH + IGL c309_light_IGKV3-11_IGKJ5
A0A5C2GDX5,,IGH + IGL c310_light_IGKV2D-28_IGKJ4,IGH + IGL c310_light_IGKV2D-28_IGKJ4,IGH + IGL c310_light_IGKV2D-28_IGKJ4
A0A5C2GAV6,,IGH + IGL c311_heavy_IGHV3-11_IGHD1-26_IGHJ5,IGH + IGL c311_heavy_IGHV3-11_IGHD1-26_IGHJ5,IGH + IGL c311_heavy_IGHV3-11_IGHD1-26_IGHJ5
A0A5C2GCZ5,,IGH + IGL c314_light_IGLV1-47_IGLJ7 (IGH + IGL c53_light_IGLV1-47_IGLJ7),IGH + IGL c314_light_IGLV1-47_IGLJ7 (IGH + IGL c53_light_IGLV1-47_IGLJ7),IGH + IGL c314_light_IGLV1-47_IGLJ7
A0A5C2GB62,,IGH + IGL c315_light_IGKV3-15_IGKJ2,IGH + IGL c315_light_IGKV3-15_IGKJ2,IGH + IGL c315_light_IGKV3-15_IGKJ2
A0A5C2G984,,IGH + IGL c324_heavy_IGHV3-15_IGHD3-16_IGHJ5,IGH + IGL c324_heavy_IGHV3-15_IGHD3-16_IGHJ5,IGH + IGL c324_heavy_IGHV3-15_IGHD3-16_IGHJ5
A0A5C2GE53,,IGH + IGL c327_heavy_IGHV3-21_IGHD6-6_IGHJ2,IGH + IGL c327_heavy_IGHV3-21_IGHD6-6_IGHJ2,IGH + IGL c327_heavy_IGHV3-21_IGHD6-6_IGHJ2
A0A5C2GC37,,IGH + IGL c338_heavy_IGHV1-69_IGHD1-7_IGHJ6,IGH + IGL c338_heavy_IGHV1-69_IGHD1-7_IGHJ6,IGH + IGL c338_heavy_IGHV1-69_IGHD1-7_IGHJ6
A0A5C2GD16,,IGH + IGL c344_light_IGLV1-47_IGLJ2,IGH + IGL c344_light_IGLV1-47_IGLJ2,IGH + IGL c344_light_IGLV1-47_IGLJ2
A0A5C2GD24,,IGH + IGL c354_light_IGLV2-8_IGLJ3,IGH + IGL c354_light_IGLV2-8_IGLJ3,IGH + IGL c354_light_IGLV2-8_IGLJ3
A0A5C2GB95,,IGH + IGL c355_light_IGKV1-16_IGKJ1,IGH + IGL c355_light_IGKV1-16_IGKJ1,IGH + IGL c355_light_IGKV1-16_IGKJ1
A0A5C2GCF4,,IGH + IGL c358_light_IGKV3-15_IGKJ1,IGH + IGL c358_light_IGKV3-15_IGKJ1,IGH + IGL c358_light_IGKV3-15_IGKJ1
A0A5C2GE16,,IGH + IGL c360_light_IGLV3-21_IGLJ1,IGH + IGL c360_light_IGLV3-21_IGLJ1,IGH + IGL c360_light_IGLV3-21_IGLJ1
A0A5C2GCP3,,IGH + IGL c363_light_IGKV3-20_IGKJ1 (IGH + IGL c520_light_IGKV3-20_IGKJ1),IGH + IGL c363_light_IGKV3-20_IGKJ1 (IGH + IGL c520_light_IGKV3-20_IGKJ1),IGH + IGL c363_light_IGKV3-20_IGKJ1
A0A5C2GD34,,IGH + IGL c364_light_IGLV3-21_IGLJ2,IGH + IGL c364_light_IGLV3-21_IGLJ2,IGH + IGL c364_light_IGLV3-21_IGLJ2
A0A5C2GCG4,,IGH + IGL c368_light_IGKV3-20_IGKJ4,IGH + IGL c368_light_IGKV3-20_IGKJ4,IGH + IGL c368_light_IGKV3-20_IGKJ4
A0A5C2G9U3,,IGH + IGL c36_heavy_IGHV3-15_IGHD3-3_IGHJ6,IGH + IGL c36_heavy_IGHV3-15_IGHD3-3_IGHJ6,IGH + IGL c36_heavy_IGHV3-15_IGHD3-3_IGHJ6
A0A5C2G837,,IGH + IGL c36_heavy_IGHV3-48_IGHD6-13_IGHJ4,IGH + IGL c36_heavy_IGHV3-48_IGHD6-13_IGHJ4,IGH + IGL c36_heavy_IGHV3-48_IGHD6-13_IGHJ4
A0A5C2GJ03,,IGH + IGL c37_light_IGKV3-20_IGKJ1,IGH + IGL c37_light_IGKV3-20_IGKJ1,IGH + IGL c37_light_IGKV3-20_IGKJ1
A0A5C2GBB9,,IGH + IGL c385_light_IGLV3-25_IGLJ1,IGH + IGL c385_light_IGLV3-25_IGLJ1,IGH + IGL c385_light_IGLV3-25_IGLJ1
A0A5C2GAU6,,IGH + IGL c386_heavy_IGHV1-2_IGHD2-8_IGHJ4,IGH + IGL c386_heavy_IGHV1-2_IGHD2-8_IGHJ4,IGH + IGL c386_heavy_IGHV1-2_IGHD2-8_IGHJ4
A0A5C2GG78,,IGH + IGL c389_light_IGKV3-20_IGKJ1,IGH + IGL c389_light_IGKV3-20_IGKJ1,IGH + IGL c389_light_IGKV3-20_IGKJ1
A0A5C2G9C4,,IGH + IGL c38_heavy_IGHV5-51_IGHD4-17_IGHJ4,IGH + IGL c38_heavy_IGHV5-51_IGHD4-17_IGHJ4,IGH + IGL c38_heavy_IGHV5-51_IGHD4-17_IGHJ4
A0A5C2G9Z6,,IGH + IGL c38_light_IGLV1-51_IGLJ3,IGH + IGL c38_light_IGLV1-51_IGLJ3,IGH + IGL c38_light_IGLV1-51_IGLJ3
A0A5C2G978,,IGH + IGL c390_heavy_IGHV1-8_IGHD2-2_IGHJ5,IGH + IGL c390_heavy_IGHV1-8_IGHD2-2_IGHJ5,IGH + IGL c390_heavy_IGHV1-8_IGHD2-2_IGHJ5
A0A5C2G9E6,,IGH + IGL c394_heavy_IGHV4-59_IGHD6-13_IGHJ6,IGH + IGL c394_heavy_IGHV4-59_IGHD6-13_IGHJ6,IGH + IGL c394_heavy_IGHV4-59_IGHD6-13_IGHJ6
A0A5C2GD58,,IGH + IGL c394_light_IGLV2-23_IGLJ2,IGH + IGL c394_light_IGLV2-23_IGLJ2,IGH + IGL c394_light_IGLV2-23_IGLJ2
A0A5C2GI16,,IGH + IGL c395_heavy_IGHV3-15_IGHD4-17_IGHJ4,IGH + IGL c395_heavy_IGHV3-15_IGHD4-17_IGHJ4,IGH + IGL c395_heavy_IGHV3-15_IGHD4-17_IGHJ4
A0A5C2GCJ2,,IGH + IGL c398_light_IGKV1-17_IGKJ1,IGH + IGL c398_light_IGKV1-17_IGKJ1,IGH + IGL c398_light_IGKV1-17_IGKJ1
A0A5C2G8K4,,IGH + IGL c39_light_IGKV2-24_IGKJ4,IGH + IGL c39_light_IGKV2-24_IGKJ4,IGH + IGL c39_light_IGKV2-24_IGKJ4
A0A5C2GGU1,,IGH + IGL c401_light_IGLV7-46_IGLJ3,IGH + IGL c401_light_IGLV7-46_IGLJ3,IGH + IGL c401_light_IGLV7-46_IGLJ3
A0A5C2GB58,,IGH + IGL c421_heavy_IGHV4-59B_IGHD1-7_IGHJ5,IGH + IGL c421_heavy_IGHV4-59B_IGHD1-7_IGHJ5,IGH + IGL c421_heavy_IGHV4-59B_IGHD1-7_IGHJ5
A0A5C2GB49,,IGH + IGL c422_light_IGKV3-20_IGKJ5,IGH + IGL c422_light_IGKV3-20_IGKJ5,IGH + IGL c422_light_IGKV3-20_IGKJ5
A0A5C2GBG5,,IGH + IGL c425_light_IGKV1-5_IGKJ1,IGH + IGL c425_light_IGKV1-5_IGKJ1,IGH + IGL c425_light_IGKV1-5_IGKJ1
A0A5C2GGB6,,IGH + IGL c429_light_IGKV4-1_IGKJ2,IGH + IGL c429_light_IGKV4-1_IGKJ2,IGH + IGL c429_light_IGKV4-1_IGKJ2
A0A5C2GB68,,IGH + IGL c431_heavy_IGHV1-69_IGHD6-19_IGHJ3 (IGH + IGL c467_heavy_IGHV1-69_IGHD6-19_IGHJ3),IGH + IGL c431_heavy_IGHV1-69_IGHD6-19_IGHJ3 (IGH + IGL c467_heavy_IGHV1-69_IGHD6-19_IGHJ3),IGH + IGL c431_heavy_IGHV1-69_IGHD6-19_IGHJ3
A0A5C2GGW7,,IGH + IGL c431_light_IGKV1-27_IGKJ1 (IGH + IGL c467_light_IGKV1-27_IGKJ1),IGH + IGL c431_light_IGKV1-27_IGKJ1 (IGH + IGL c467_light_IGKV1-27_IGKJ1),IGH + IGL c431_light_IGKV1-27_IGKJ1
A0A5C2GK90,,IGH + IGL c437_light_IGKV1-5_IGKJ2,IGH + IGL c437_light_IGKV1-5_IGKJ2,IGH + IGL c437_light_IGKV1-5_IGKJ2
A0A5C2GB67,,IGH + IGL c442_light_IGKV2-28_IGKJ2,IGH + IGL c442_light_IGKV2-28_IGKJ2,IGH + IGL c442_light_IGKV2-28_IGKJ2
A0A5C2GD96,,IGH + IGL c444_light_IGKV1D-39_IGKJ4,IGH + IGL c444_light_IGKV1D-39_IGKJ4,IGH + IGL c444_light_IGKV1D-39_IGKJ4
A0A5C2GCN9,,IGH + IGL c448_light_IGKV3-20_IGKJ5,IGH + IGL c448_light_IGKV3-20_IGKJ5,IGH + IGL c448_light_IGKV3-20_IGKJ5
A0A5C2GEZ3,,IGH + IGL c449_heavy_IGHV5-51_IGHD2-2_IGHJ3,IGH + IGL c449_heavy_IGHV5-51_IGHD2-2_IGHJ3,IGH + IGL c449_heavy_IGHV5-51_IGHD2-2_IGHJ3
A0A5C2GDK6,,IGH + IGL c45_light_IGLV1-44_IGLJ2,IGH + IGL c45_light_IGLV1-44_IGLJ2,IGH + IGL c45_light_IGLV1-44_IGLJ2
A0A5C2GB84,,IGH + IGL c462_light_IGLV1-44_IGLJ3,IGH + IGL c462_light_IGLV1-44_IGLJ3,IGH + IGL c462_light_IGLV1-44_IGLJ3
A0A5C2GBL2,,IGH + IGL c475_light_IGKV3-20_IGKJ2,IGH + IGL c475_light_IGKV3-20_IGKJ2,IGH + IGL c475_light_IGKV3-20_IGKJ2
A0A5C2GCK5,,IGH + IGL c478_heavy_IGHV3-21_IGHD6-19_IGHJ6,IGH + IGL c478_heavy_IGHV3-21_IGHD6-19_IGHJ6,IGH + IGL c478_heavy_IGHV3-21_IGHD6-19_IGHJ6
A0A5C2G9L4,,IGH + IGL c494_heavy_IGHV3-9_IGHD4-11_IGHJ3,IGH + IGL c494_heavy_IGHV3-9_IGHD4-11_IGHJ3,IGH + IGL c494_heavy_IGHV3-9_IGHD4-11_IGHJ3
A0A5C2GKE9,,IGH + IGL c507_light_IGKV1-5_IGKJ1,IGH + IGL c507_light_IGKV1-5_IGKJ1,IGH + IGL c507_light_IGKV1-5_IGKJ1
A0A5C2GD81,,IGH + IGL c50_light_IGKV3-11_IGKJ5,IGH + IGL c50_light_IGKV3-11_IGKJ5,IGH + IGL c50_light_IGKV3-11_IGKJ5
A0A5C2GCV0,,IGH + IGL c518_light_IGLV1-51_IGLJ3,IGH + IGL c518_light_IGLV1-51_IGLJ3,IGH + IGL c518_light_IGLV1-51_IGLJ3
A0A5C2GBP9,,IGH + IGL c525_light_IGKV3-15_IGKJ1,IGH + IGL c525_light_IGKV3-15_IGKJ1,IGH + IGL c525_light_IGKV3-15_IGKJ1
A0A5C2GCW0,,IGH + IGL c528_light_IGKV2D-28_IGKJ5,IGH + IGL c528_light_IGKV2D-28_IGKJ5,IGH + IGL c528_light_IGKV2D-28_IGKJ5
A0A5C2GGJ3,,IGH + IGL c529_light_IGKV1-17_IGKJ1,IGH + IGL c529_light_IGKV1-17_IGKJ1,IGH + IGL c529_light_IGKV1-17_IGKJ1
A0A5C2GKH5,,IGH + IGL c537_light_IGLV2-11_IGLJ2,IGH + IGL c537_light_IGLV2-11_IGLJ2,IGH + IGL c537_light_IGLV2-11_IGLJ2
A0A5C2GBF9,,IGH + IGL c542_light_IGKV1D-39_IGKJ4,IGH + IGL c542_light_IGKV1D-39_IGKJ4,IGH + IGL c542_light_IGKV1D-39_IGKJ4
A0A5C2GC70,,IGH + IGL c54_light_IGKV1D-39_IGKJ4,IGH + IGL c54_light_IGKV1D-39_IGKJ4,IGH + IGL c54_light_IGKV1D-39_IGKJ4
A0A5C2G9P9,,IGH + IGL c550_heavy_IGHV3-11_IGHD3-3_IGHJ6,IGH + IGL c550_heavy_IGHV3-11_IGHD3-3_IGHJ6,IGH + IGL c550_heavy_IGHV3-11_IGHD3-3_IGHJ6
A0A5C2G9R7,,IGH + IGL c554_heavy_IGHV3-53_IGHD6-13_IGHJ5,IGH + IGL c554_heavy_IGHV3-53_IGHD6-13_IGHJ5,IGH + IGL c554_heavy_IGHV3-53_IGHD6-13_IGHJ5
A0A5C2GEX6,,IGH + IGL c557_heavy_IGHV3-21_IGHD3-3_IGHJ4,IGH + IGL c557_heavy_IGHV3-21_IGHD3-3_IGHJ4,IGH + IGL c557_heavy_IGHV3-21_IGHD3-3_IGHJ4
A0A5C2GCY9,,IGH + IGL c558_light_IGKV1-12_IGKJ4,IGH + IGL c558_light_IGKV1-12_IGKJ4,IGH + IGL c558_light_IGKV1-12_IGKJ4
A0A5C2GDK3,,IGH + IGL c564_light_IGKV3-11_IGKJ5,IGH + IGL c564_light_IGKV3-11_IGKJ5,IGH + IGL c564_light_IGKV3-11_IGKJ5
A0A5C2GBX8,,IGH + IGL c572_heavy_IGHV1-69_IGHD6-13_IGHJ6,IGH + IGL c572_heavy_IGHV1-69_IGHD6-13_IGHJ6,IGH + IGL c572_heavy_IGHV1-69_IGHD6-13_IGHJ6
A0A5C2GJ74,,IGH + IGL c57_light_IGLV1-44_IGLJ3,IGH + IGL c57_light_IGLV1-44_IGLJ3,IGH + IGL c57_light_IGLV1-44_IGLJ3
A0A5C2GEZ9,,IGH + IGL c587_heavy_IGHV1-69_IGHD3-9_IGHJ3,IGH + IGL c587_heavy_IGHV1-69_IGHD3-9_IGHJ3,IGH + IGL c587_heavy_IGHV1-69_IGHD3-9_IGHJ3
A0A5C2GBW7,,IGH + IGL c595_light_IGKV1-5_IGKJ4,IGH + IGL c595_light_IGKV1-5_IGKJ4,IGH + IGL c595_light_IGKV1-5_IGKJ4
