pathway_id,pathway_name,source,n_genes,mean_AD,mean_Control,diff,p_value,effect_size,abs_effect,direction,q_value,significant_fdr,significant,neg_log10_p
GO:0045916,negative regulation of complement activation,GO:BP,5,0.3192,0.3669,-0.0476,0.012930831930744154,0.57,0.57,↓ in AD,0.6196023633481573,False,True,1.8883735330230327
GO:0001525,angiogenesis,GO:BP,17,0.043,-0.0227,0.0657,0.014619322581996158,-0.56,0.56,↑ in AD,0.6422193930151837,False,True,1.8350727508882183
GO:0046395,carboxylic acid catabolic process,GO:BP,3,-0.0121,-0.1004,0.0884,0.01615573604912318,-0.36,0.36,↑ in AD,0.6422193930151837,False,True,1.7916732509059685
GO:0007565,female pregnancy,GO:BP,8,-0.1696,-0.0051,-0.1645,0.01970339864970722,0.535,0.535,↓ in AD,0.6422193930151837,False,True,1.7054588556908357
REAC:R-HSA-199991,Membrane Trafficking,REAC,13,-0.1437,-0.3219,0.1783,0.020113957278642642,-0.53,0.53,↑ in AD,0.6422193930151837,False,True,1.6965024766333332
GO:0098609,cell-cell adhesion,GO:BP,18,-0.0375,0.0307,-0.0682,0.020905208624420413,0.53,0.53,↓ in AD,0.6422193930151837,False,True,1.6797454940316492
GO:0002920,regulation of humoral immune response,GO:BP,8,0.348,0.3812,-0.0332,0.023469884553281025,0.52,0.52,↓ in AD,0.6422193930151837,False,True,1.6294890466603047
GO:0000723,telomere maintenance,GO:BP,6,-0.0772,-0.1577,0.0805,0.025916454756996048,-0.485,0.485,↑ in AD,0.6422193930151837,False,True,1.5864244080784156
WP:WP5089,Kinin Kallikrein pathway,WP,5,0.0525,0.138,-0.0855,0.026303330084128808,0.51,0.51,↓ in AD,0.6422193930151837,False,True,1.5799892649852052
GO:0009887,animal organ morphogenesis,GO:BP,17,0.0683,0.1523,-0.084,0.03664283448551583,0.48,0.48,↓ in AD,0.6422193930151837,False,True,1.4360109391033786
GO:0051090,regulation of DNA-binding transcription factor activity,GO:BP,3,0.2048,0.1269,0.0778,0.03664283448551583,-0.48,0.48,↑ in AD,0.6422193930151837,False,True,1.4360109391033786
GO:0005622,intracellular anatomical structure,GO:CC,197,0.1834,0.2124,-0.029,0.03664283448551583,0.48,0.48,↓ in AD,0.6422193930151837,False,True,1.4360109391033786
REAC:R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,REAC,4,-0.0706,-0.2675,0.1969,0.037772824200996306,-0.44,0.44,↑ in AD,0.6422193930151837,False,True,1.422820542600208
REAC:R-HSA-3700989,Transcriptional Regulation by TP53,REAC,5,-0.205,-0.0399,-0.1651,0.03914247114277353,0.41,0.41,↓ in AD,0.6422193930151837,False,True,1.4073517599301109
GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO:BP,7,0.054,-0.0606,0.1146,0.04078321269554235,-0.47,0.47,↑ in AD,0.6422193930151837,False,True,1.38951856568419
GO:0007159,leukocyte cell-cell adhesion,GO:BP,8,0.0971,0.1797,-0.0826,0.04078321269554235,0.47,0.47,↓ in AD,0.6422193930151837,False,True,1.38951856568419
GO:0042445,hormone metabolic process,GO:BP,6,-0.0495,-0.178,0.1284,0.04113460228886282,-0.45,0.45,↑ in AD,0.6422193930151837,False,True,1.3857926973267247
GO:0042886,amide transport,GO:BP,6,-0.0532,-0.14,0.0868,0.043536919751947935,-0.39,0.39,↑ in AD,0.6422193930151837,False,True,1.3611423006521437
REAC:R-HSA-15869,Metabolism of nucleotides,REAC,5,-0.0885,0.0043,-0.0928,0.04394486878396253,0.325,0.325,↓ in AD,0.6422193930151837,False,True,1.3570918279601363
GO:0070661,leukocyte proliferation,GO:BP,6,-0.2689,-0.1219,-0.147,0.044476496093499664,0.46,0.46,↓ in AD,0.6422193930151837,False,True,1.3518694342676871
REAC:R-HSA-392499,Metabolism of proteins,REAC,52,0.2218,0.2476,-0.0257,0.04531344230901011,0.46,0.46,↓ in AD,0.6422193930151837,False,True,1.343772944684144
GO:0006936,muscle contraction,GO:BP,6,0.2097,0.2723,-0.0626,0.04531344230901011,0.46,0.46,↓ in AD,0.6422193930151837,False,True,1.343772944684144
GO:0009790,embryo development,GO:BP,10,0.2857,0.3452,-0.0595,0.04531344230901011,0.46,0.46,↓ in AD,0.6422193930151837,False,True,1.343772944684144
GO:0006364,rRNA processing,GO:BP,3,0.0,-0.0487,0.0487,0.04732993885793206,-0.2,0.2,↑ in AD,0.6422193930151837,False,True,1.324864056564752
GO:0004672,protein kinase activity,GO:MF,8,-0.1708,-0.2893,0.1185,0.04796307078447047,-0.44,0.44,↑ in AD,0.6422193930151837,False,True,1.3190930194418757
WP:WP4927,COVID 19 thrombosis and anticoagulation,WP,3,-0.2048,-0.3089,0.1041,0.04812171733583642,-0.45,0.45,↑ in AD,0.6422193930151837,False,True,1.3176588822430648
GO:0019731,antibacterial humoral response,GO:BP,3,-0.0493,0.0312,-0.0805,0.049753772128476835,0.4,0.4,↓ in AD,0.6422193930151837,False,True,1.3031739872302242
WP:WP4673,Male infertility,WP,5,0.0078,0.1742,-0.1664,0.05023508315473223,0.45,0.45,↓ in AD,0.6422193930151837,False,False,1.2989928745110217
GO:0072593,reactive oxygen species metabolic process,GO:BP,11,0.2321,0.3056,-0.0735,0.05026064814901438,0.45,0.45,↓ in AD,0.6422193930151837,False,False,1.2987719151520105
GO:0033365,protein localization to organelle,GO:BP,14,-0.0011,-0.085,0.0839,0.05026064814901438,-0.45,0.45,↑ in AD,0.6422193930151837,False,False,1.2987719151520105
GO:0008083,growth factor activity,GO:MF,7,0.1319,0.0022,0.1297,0.05026064814901438,-0.45,0.45,↑ in AD,0.6422193930151837,False,False,1.2987719151520105
GO:0048144,fibroblast proliferation,GO:BP,5,0.1374,0.0783,0.0591,0.05026064814901438,-0.45,0.45,↑ in AD,0.6422193930151837,False,False,1.2987719151520105
GO:0052689,carboxylic ester hydrolase activity,GO:MF,4,0.2657,0.2097,0.056,0.05026064814901438,-0.45,0.45,↑ in AD,0.6422193930151837,False,False,1.2987719151520105
GO:0048598,embryonic morphogenesis,GO:BP,6,0.141,0.254,-0.1129,0.05026064814901438,0.45,0.45,↓ in AD,0.6422193930151837,False,False,1.2987719151520105
GO:0005815,microtubule organizing center,GO:CC,16,0.0463,0.1513,-0.105,0.05565276521016723,0.44,0.44,↓ in AD,0.683252848376153,False,False,1.2545132520717421
GO:0030879,mammary gland development,GO:BP,4,-0.1484,-0.319,0.1706,0.0561111436379861,-0.405,0.405,↑ in AD,0.683252848376153,False,False,1.2509508795659228
GO:0097722,sperm motility,GO:BP,6,-0.0023,-0.1224,0.1201,0.06121010148225394,-0.35,0.35,↑ in AD,0.683252848376153,False,False,1.2131769004690145
GO:0005929,cilium,GO:CC,12,0.0118,0.121,-0.1092,0.06151844308314133,0.43,0.43,↓ in AD,0.683252848376153,False,False,1.210994664249483
KEGG:01232,Nucleotide metabolism,KEGG,3,-0.066,0.0043,-0.0703,0.062417096555861314,0.28,0.28,↓ in AD,0.683252848376153,False,False,1.2046964371941589
GO:0006081,aldehyde metabolic process,GO:BP,3,-0.0121,-0.0741,0.062,0.06274209768795287,-0.255,0.255,↑ in AD,0.683252848376153,False,False,1.2024409654107742
GO:0046425,regulation of receptor signaling pathway via JAK-STAT,GO:BP,3,-0.1108,-0.2742,0.1634,0.06307153717110721,-0.37,0.37,↑ in AD,0.683252848376153,False,False,1.2001665843104001
GO:0009206,purine ribonucleoside triphosphate biosynthetic process,GO:BP,4,-0.091,0.0,-0.091,0.063279235390976,0.3,0.3,↓ in AD,0.683252848376153,False,False,1.1987387771002362
REAC:R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,REAC,5,-0.1666,-0.0642,-0.1025,0.06894398956473902,0.405,0.405,↓ in AD,0.683252848376153,False,False,1.1615035889898773
REAC:R-HSA-69278,"Cell Cycle, Mitotic",REAC,11,-0.2109,-0.0817,-0.1292,0.07329001008716798,0.38,0.38,↓ in AD,0.683252848376153,False,False,1.1349552185333833
KEGG:01240,Biosynthesis of cofactors,KEGG,3,0.1445,0.2966,-0.152,0.0747879784850698,0.41,0.41,↓ in AD,0.683252848376153,False,False,1.1261682055737885
GO:0009612,response to mechanical stimulus,GO:BP,7,0.1993,0.2466,-0.0472,0.0747879784850698,0.41,0.41,↓ in AD,0.683252848376153,False,False,1.1261682055737885
GO:0030500,regulation of bone mineralization,GO:BP,4,0.3822,0.3606,0.0216,0.0747879784850698,-0.41,0.41,↑ in AD,0.683252848376153,False,False,1.1261682055737885
REAC:R-HSA-1236974,ER-Phagosome pathway,REAC,5,-0.2246,-0.1128,-0.1118,0.07938995676789844,0.4,0.4,↓ in AD,0.683252848376153,False,False,1.1002344345522541
REAC:R-HSA-8953897,Cellular responses to stimuli,REAC,14,0.4006,0.3565,0.0441,0.0819109107464058,-0.4,0.4,↑ in AD,0.683252848376153,False,False,1.0866582452315872
GO:0007601,visual perception,GO:BP,6,-0.2465,-0.3477,0.1012,0.08221757222997811,-0.4,0.4,↑ in AD,0.683252848376153,False,False,1.0850353514755264
GO:0048771,tissue remodeling,GO:BP,4,0.219,0.1726,0.0464,0.08225164615120803,-0.4,0.4,↑ in AD,0.683252848376153,False,False,1.0848554014967482
GO:0032640,tumor necrosis factor production,GO:BP,7,-0.1198,-0.0212,-0.0986,0.08225164615120803,0.4,0.4,↓ in AD,0.683252848376153,False,False,1.0848554014967482
GO:0022409,positive regulation of cell-cell adhesion,GO:BP,8,-0.2528,-0.1895,-0.0633,0.08225164615120803,0.4,0.4,↓ in AD,0.683252848376153,False,False,1.0848554014967482
GO:0140098,"catalytic activity, acting on RNA",GO:MF,5,0.0157,-0.0903,0.106,0.08360137838699891,-0.335,0.335,↑ in AD,0.683252848376153,False,False,1.0777865620235128
GO:0120254,olefinic compound metabolic process,GO:BP,6,-0.0949,-0.2114,0.1165,0.08439345305627072,-0.39,0.39,↑ in AD,0.683252848376153,False,False,1.073691243087837
GO:0031023,microtubule organizing center organization,GO:BP,5,0.2281,0.0932,0.1349,0.08498072475612704,-0.395,0.395,↑ in AD,0.683252848376153,False,False,1.0706795693603606
GO:0002064,epithelial cell development,GO:BP,3,-0.2708,-0.119,-0.1518,0.08526346145621923,0.38,0.38,↓ in AD,0.683252848376153,False,False,1.0692370401990878
GO:0003690,double-stranded DNA binding,GO:MF,4,0.2084,0.0711,0.1373,0.08600732358184393,-0.39,0.39,↑ in AD,0.683252848376153,False,False,1.065464566712665
REAC:R-HSA-9748784,Drug ADME,REAC,3,0.4863,0.4937,-0.0074,0.08602919075896441,0.395,0.395,↓ in AD,0.683252848376153,False,False,1.0653541623087421
GO:0004386,helicase activity,GO:MF,5,-0.025,-0.1313,0.1063,0.08687206083451919,-0.235,0.235,↑ in AD,0.683252848376153,False,False,1.0611198757536908
GO:0006775,fat-soluble vitamin metabolic process,GO:BP,3,-0.022,-0.0764,0.0543,0.08687206083451919,-0.235,0.235,↑ in AD,0.683252848376153,False,False,1.0611198757536908
GO:0055001,muscle cell development,GO:BP,9,-0.2593,-0.1217,-0.1376,0.08729811904390007,0.39,0.39,↓ in AD,0.683252848376153,False,False,1.0589951136558888
GO:0046651,lymphocyte proliferation,GO:BP,4,-0.2159,-0.0881,-0.1278,0.09002285748683103,0.36,0.36,↓ in AD,0.683252848376153,False,False,1.0456472058935742
GO:0051492,regulation of stress fiber assembly,GO:BP,3,-0.2924,-0.2096,-0.0828,0.09023657094800937,0.39,0.39,↓ in AD,0.683252848376153,False,False,1.0446174165372955
GO:0002262,myeloid cell homeostasis,GO:BP,3,0.0289,0.1553,-0.1263,0.09030820256797847,0.39,0.39,↓ in AD,0.683252848376153,False,False,1.044272801533395
GO:0019901,protein kinase binding,GO:MF,11,-0.2093,-0.0896,-0.1197,0.09767307478078892,0.38,0.38,↓ in AD,0.7161852132037216,False,False,1.010225140331691
GO:0004674,protein serine/threonine kinase activity,GO:MF,5,-0.1211,-0.0178,-0.1033,0.09792548200378971,0.33,0.33,↓ in AD,0.7161852132037216,False,False,1.0091042821127905
GO:0033194,response to hydroperoxide,GO:BP,4,0.2028,0.261,-0.0581,0.09898793180102639,0.38,0.38,↓ in AD,0.7161852132037216,False,False,1.0044177495610114
GO:0006457,protein folding,GO:BP,6,-0.1666,-0.0714,-0.0951,0.09964316009790909,0.37,0.37,↓ in AD,0.7161852132037216,False,False,1.0015525076377239
GO:0034394,protein localization to cell surface,GO:BP,3,-0.1332,-0.2846,0.1514,0.10445144166684618,-0.345,0.345,↑ in AD,0.7414762834374884,False,False,0.981085561393245
GO:0070887,cellular response to chemical stimulus,GO:BP,49,0.2085,0.2294,-0.0209,0.10832095763145862,0.37,0.37,↓ in AD,0.7577502961359144,False,False,0.9652875091812742
GO:0009566,fertilization,GO:BP,3,-0.0995,-0.2139,0.1144,0.10937960796396676,-0.35,0.35,↑ in AD,0.7577502961359144,False,False,0.9610636375475116
REAC:R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,REAC,6,-0.2936,-0.2024,-0.0913,0.11751775763735985,0.36,0.36,↓ in AD,0.7732250430326991,False,False,0.9298965039350564
GO:0045017,glycerolipid biosynthetic process,GO:BP,6,-0.0307,-0.1563,0.1256,0.11765500656682383,-0.32,0.32,↑ in AD,0.7732250430326991,False,False,0.9293895875862832
GO:0009123,nucleoside monophosphate metabolic process,GO:BP,4,-0.0392,0.0043,-0.0435,0.11807754779407674,0.19,0.19,↓ in AD,0.7732250430326991,False,False,0.9278326747500267
GO:0045444,fat cell differentiation,GO:BP,5,0.1186,0.0235,0.0951,0.11833705006413482,-0.36,0.36,↑ in AD,0.7732250430326991,False,False,0.9268792611265781
GO:0043434,response to peptide hormone,GO:BP,10,0.2524,0.2081,0.0443,0.11833705006413482,-0.36,0.36,↑ in AD,0.7732250430326991,False,False,0.9268792611265781
GO:0015629,actin cytoskeleton,GO:CC,12,0.1274,0.1971,-0.0697,0.12906542011826527,0.35,0.35,↓ in AD,0.7854341867046634,False,False,0.8891901005954951
REAC:R-HSA-1643685,Disease,REAC,39,-0.2006,-0.1649,-0.0358,0.12906542011826527,0.35,0.35,↓ in AD,0.7854341867046634,False,False,0.8891901005954951
GO:0031981,nuclear lumen,GO:CC,45,-0.172,-0.1018,-0.0702,0.12906542011826527,0.35,0.35,↓ in AD,0.7854341867046634,False,False,0.8891901005954951
GO:0032559,adenyl ribonucleotide binding,GO:MF,28,-0.0941,0.0115,-0.1056,0.12906542011826527,0.35,0.35,↓ in AD,0.7854341867046634,False,False,0.8891901005954951
GO:0050679,positive regulation of epithelial cell proliferation,GO:BP,9,-0.0761,-0.1713,0.0953,0.12906542011826527,-0.35,0.35,↑ in AD,0.7854341867046634,False,False,0.8891901005954951
GO:0051494,negative regulation of cytoskeleton organization,GO:BP,3,0.2319,0.2928,-0.0608,0.12906542011826527,0.35,0.35,↓ in AD,0.7854341867046634,False,False,0.8891901005954951
WP:WP3680,Physico chemical features and toxicity associated pathways,WP,3,-0.2044,-0.0818,-0.1226,0.12976738736859655,0.31,0.31,↓ in AD,0.7854341867046634,False,False,0.8868344390107318
GO:1904659,D-glucose transmembrane transport,GO:BP,3,-0.0584,-0.101,0.0426,0.1330386578605753,-0.3,0.3,↑ in AD,0.7968461278107375,False,False,0.8760221450775197
GO:0030169,low-density lipoprotein particle binding,GO:MF,4,-0.2229,-0.1175,-0.1054,0.13520726401725536,0.34,0.34,↓ in AD,0.8014863588651735,False,False,0.8689999752740788
GO:0031968,organelle outer membrane,GO:CC,3,0.2613,0.1239,0.1373,0.13898668465721264,-0.34,0.34,↑ in AD,0.8080733984942557,False,False,0.8570268044717482
GO:0031960,response to corticosteroid,GO:BP,7,0.3881,0.4171,-0.029,0.14053450408595752,0.34,0.34,↓ in AD,0.8080733984942557,False,False,0.8522170345174033
REAC:R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,REAC,10,0.1365,0.1716,-0.0351,0.14053450408595752,0.34,0.34,↓ in AD,0.8080733984942557,False,False,0.8522170345174033
GO:0016779,nucleotidyltransferase activity,GO:MF,4,-0.0105,-0.0723,0.0618,0.14525286955842964,-0.31,0.31,↑ in AD,0.8106130407890424,False,False,0.8378752791023039
GO:0016197,endosomal transport,GO:BP,4,-0.0657,0.0,-0.0657,0.14661522824706158,0.2,0.2,↓ in AD,0.8106130407890424,False,False,0.833820919188773
GO:0043123,positive regulation of canonical NF-kappaB signal transduction,GO:BP,4,-0.0663,0.0,-0.0663,0.14661522824706158,0.2,0.2,↓ in AD,0.8106130407890424,False,False,0.833820919188773
GO:0005814,centriole,GO:CC,4,-0.0421,0.0,-0.0421,0.14661522824706158,0.2,0.2,↓ in AD,0.8106130407890424,False,False,0.833820919188773
GO:0045730,respiratory burst,GO:BP,3,-0.2539,-0.1326,-0.1213,0.15258906127025523,0.33,0.33,↓ in AD,0.8209696236266375,False,False,0.8164765987549492
GO:0034504,protein localization to nucleus,GO:BP,6,0.0338,-0.0251,0.0589,0.15277173865747862,-0.33,0.33,↑ in AD,0.8209696236266375,False,False,0.8159569787466
GO:0001846,opsonin binding,GO:MF,7,0.2298,0.3349,-0.1051,0.15277173865747862,0.33,0.33,↓ in AD,0.8209696236266375,False,False,0.8159569787466
GO:0070555,response to interleukin-1,GO:BP,4,-0.0421,-0.0835,0.0414,0.1631932222718484,-0.24,0.24,↑ in AD,0.8301878788366479,False,False,0.787297882292087
GO:0021537,telencephalon development,GO:BP,3,-0.2243,-0.2478,0.0234,0.16561495398335846,-0.32,0.32,↑ in AD,0.8301878788366479,False,False,0.7809004517344531
GO:0070062,extracellular exosome,GO:CC,118,0.2392,0.2591,-0.0198,0.16580332852091684,0.32,0.32,↓ in AD,0.8301878788366479,False,False,0.7804067551864864
GO:0034614,cellular response to reactive oxygen species,GO:BP,5,0.2152,0.2531,-0.0379,0.16580332852091684,0.32,0.32,↓ in AD,0.8301878788366479,False,False,0.7804067551864864
GO:0031343,positive regulation of cell killing,GO:BP,3,-0.1019,-0.0006,-0.1013,0.16580332852091684,0.32,0.32,↓ in AD,0.8301878788366479,False,False,0.7804067551864864
GO:0007015,actin filament organization,GO:BP,9,0.0556,0.1061,-0.0505,0.16580332852091684,0.32,0.32,↓ in AD,0.8301878788366479,False,False,0.7804067551864864
REAC:R-HSA-6798695,Neutrophil degranulation,REAC,19,0.3173,0.3312,-0.0139,0.16580332852091684,0.32,0.32,↓ in AD,0.8301878788366479,False,False,0.7804067551864864
REAC:R-HSA-2871796,FCERI mediated MAPK activation,REAC,3,0.0032,-0.0451,0.0484,0.16603757576732958,-0.225,0.225,↑ in AD,0.8301878788366479,False,False,0.7797936161665457
GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,GO:BP,3,-0.2009,-0.1236,-0.0773,0.17152945801451935,0.31,0.31,↓ in AD,0.8342689501284369,False,False,0.7656612846326754
GO:0001818,negative regulation of cytokine production,GO:BP,7,0.0197,-0.0048,0.0245,0.179654008244981,-0.31,0.31,↑ in AD,0.8342689501284369,False,False,0.7455630888447574
GO:0003674,molecular_function,GO:MF,274,0.1224,0.165,-0.0425,0.179654008244981,0.31,0.31,↓ in AD,0.8342689501284369,False,False,0.7455630888447574
GO:0044877,protein-containing complex binding,GO:MF,34,0.1159,0.157,-0.0411,0.179654008244981,0.31,0.31,↓ in AD,0.8342689501284369,False,False,0.7455630888447574
GO:0046649,lymphocyte activation,GO:BP,11,0.095,0.1348,-0.0398,0.179654008244981,0.31,0.31,↓ in AD,0.8342689501284369,False,False,0.7455630888447574
GO:0006396,RNA processing,GO:BP,7,0.0138,-0.0436,0.0574,0.18124118522662502,-0.26,0.26,↑ in AD,0.8342689501284369,False,False,0.7417431064150545
GO:0006412,translation,GO:BP,8,-0.1245,0.013,-0.1374,0.190153165233646,0.3,0.3,↓ in AD,0.8342689501284369,False,False,0.7208964410540534
WP:WP3932,Focal adhesion PI3K Akt mTOR signaling,WP,3,-0.1968,-0.3149,0.1181,0.19085112547060934,-0.29,0.29,↑ in AD,0.8342689501284369,False,False,0.7193052746237953
GO:0070013,intracellular organelle lumen,GO:CC,100,0.2398,0.2512,-0.0113,0.19434680044312913,0.3,0.3,↓ in AD,0.8342689501284369,False,False,0.711422604820889
GO:0030246,carbohydrate binding,GO:MF,9,0.3828,0.3524,0.0304,0.19434680044312913,-0.3,0.3,↑ in AD,0.8342689501284369,False,False,0.711422604820889
GO:0043227,membrane-bounded organelle,GO:CC,217,0.1852,0.2066,-0.0213,0.19434680044312913,0.3,0.3,↓ in AD,0.8342689501284369,False,False,0.711422604820889
GO:0007160,cell-matrix adhesion,GO:BP,7,-0.0062,-0.0445,0.0384,0.19434680044312913,-0.3,0.3,↑ in AD,0.8342689501284369,False,False,0.711422604820889
REAC:R-HSA-416476,G alpha (q) signalling events,REAC,3,0.2322,0.1931,0.0391,0.19434680044312913,-0.3,0.3,↑ in AD,0.8342689501284369,False,False,0.711422604820889
REAC:R-HSA-9707564,Cytoprotection by HMOX1,REAC,3,0.497,0.4943,0.0027,0.19485064860886947,-0.28,0.28,↑ in AD,0.8342689501284369,False,False,0.7102981442116343
GO:0048732,gland development,GO:BP,11,-0.2775,-0.3203,0.0428,0.19914304003913563,-0.295,0.295,↑ in AD,0.8342689501284369,False,False,0.7008348673888113
REAC:R-HSA-1280215,Cytokine Signaling in Immune system,REAC,9,-0.2281,-0.1686,-0.0594,0.20151349201825097,0.295,0.295,↓ in AD,0.8342689501284369,False,False,0.6956958710468685
GO:0071248,cellular response to metal ion,GO:BP,6,-0.2055,-0.1368,-0.0688,0.20375998049345012,0.29,0.29,↓ in AD,0.8342689501284369,False,False,0.6908811096207437
GO:0045727,positive regulation of translation,GO:BP,4,-0.2294,-0.1319,-0.0975,0.20694317373982496,0.28,0.28,↓ in AD,0.8342689501284369,False,False,0.684148894733243
KEGG:04015,Rap1 signaling pathway,KEGG,5,-0.2236,-0.3188,0.0951,0.20699951931208083,-0.29,0.29,↑ in AD,0.8342689501284369,False,False,0.684030663047204
GO:0048511,rhythmic process,GO:BP,5,0.3983,0.3133,0.085,0.2098520642115106,-0.29,0.29,↑ in AD,0.8342689501284369,False,False,0.6780867544903304
GO:0048545,response to steroid hormone,GO:BP,10,0.1953,0.2408,-0.0455,0.20990277239126998,0.29,0.29,↓ in AD,0.8342689501284369,False,False,0.6779818252276102
GO:0019904,protein domain specific binding,GO:MF,10,0.0621,-0.04,0.1022,0.20990277239126998,-0.29,0.29,↑ in AD,0.8342689501284369,False,False,0.6779818252276102
GO:0051592,response to calcium ion,GO:BP,5,-0.218,-0.1073,-0.1107,0.21437996127878034,0.265,0.265,↓ in AD,0.8342689501284369,False,False,0.6688158118559985
REAC:R-HSA-9824446,Viral Infection Pathways,REAC,12,-0.1648,-0.08,-0.0847,0.2162134249449723,0.285,0.285,↓ in AD,0.8342689501284369,False,False,0.6651173436920977
GO:0007034,vacuolar transport,GO:BP,4,-0.0537,0.0,-0.0537,0.2205861807795394,0.15,0.15,↓ in AD,0.8342689501284369,False,False,0.6564216986010863
GO:0036064,ciliary basal body,GO:CC,3,-0.0374,0.0,-0.0374,0.2205861807795394,0.15,0.15,↓ in AD,0.8342689501284369,False,False,0.6564216986010863
GO:0015399,primary active transmembrane transporter activity,GO:MF,3,-0.0536,0.0,-0.0536,0.2205861807795394,0.15,0.15,↓ in AD,0.8342689501284369,False,False,0.6564216986010863
GO:0006754,ATP biosynthetic process,GO:BP,3,-0.0418,0.0,-0.0418,0.2205861807795394,0.15,0.15,↓ in AD,0.8342689501284369,False,False,0.6564216986010863
GO:0030496,midbody,GO:CC,3,-0.0421,0.0,-0.0421,0.2205861807795394,0.15,0.15,↓ in AD,0.8342689501284369,False,False,0.6564216986010863
REAC:R-HSA-9725370,Signaling by ALK fusions and activated point mutants,REAC,3,-0.0512,0.0,-0.0512,0.2205861807795394,0.15,0.15,↓ in AD,0.8342689501284369,False,False,0.6564216986010863
GO:0005096,GTPase activator activity,GO:MF,3,-0.0595,0.0,-0.0595,0.2205861807795394,0.15,0.15,↓ in AD,0.8342689501284369,False,False,0.6564216986010863
GO:0045171,intercellular bridge,GO:CC,3,-0.0499,0.0,-0.0499,0.2205861807795394,0.15,0.15,↓ in AD,0.8342689501284369,False,False,0.6564216986010863
GO:0010737,protein kinase A signaling,GO:BP,3,-0.0099,-0.0219,0.012,0.2205861807795394,-0.15,0.15,↑ in AD,0.8342689501284369,False,False,0.6564216986010863
REAC:R-HSA-2855086,Ficolins bind to repetitive carbohydrate structures on the target cell surface,REAC,3,-0.0671,-0.1338,0.0668,0.2233249618172477,-0.26,0.26,↑ in AD,0.8342689501284369,False,False,0.6510627315921969
GO:0030509,BMP signaling pathway,GO:BP,3,-0.2084,-0.0937,-0.1147,0.2236106359443497,0.25,0.25,↓ in AD,0.8342689501284369,False,False,0.6505075432628699
GO:0003723,RNA binding,GO:MF,21,0.036,-0.0517,0.0877,0.22628913936973294,-0.28,0.28,↑ in AD,0.8342689501284369,False,False,0.6453362892842517
GO:0071560,cellular response to transforming growth factor beta stimulus,GO:BP,6,-0.2095,-0.1296,-0.0799,0.22634079342614988,0.28,0.28,↓ in AD,0.8342689501284369,False,False,0.6452371660485053
GO:0051093,negative regulation of developmental process,GO:BP,22,0.0199,0.0472,-0.0273,0.22634079342614988,0.28,0.28,↓ in AD,0.8342689501284369,False,False,0.6452371660485053
GO:0010628,positive regulation of gene expression,GO:BP,35,0.0191,0.0483,-0.0292,0.22634079342614988,0.28,0.28,↓ in AD,0.8342689501284369,False,False,0.6452371660485053
GO:0060322,head development,GO:BP,8,-0.0551,-0.1051,0.0499,0.22634079342614988,-0.28,0.28,↑ in AD,0.8342689501284369,False,False,0.6452371660485053
