Protein.names,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
10E8 light chain variable region,22338.57536,,5175.324325,20508.22203,,24104.09984,47112.19868,,,,,,,,,,,,,,,,,,37944.84641,,,,,
10E8 light chain variable region (IGL c3101_light_IGLV3-19_IGLJ2),11169.28768,,,10254.11102,,12052.04992,23556.09934,,,,,,,,,,,,,,,,,,18972.4232,,,,,
78 kDa glucose-regulated protein (Binding-immunoglobulin protein) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),,,1134.526313,,,,1401.725351,,,,,,,,,,,,,,,,,,,,,,1613.080425,
B cell receptor heavy chain variable region,,,,,,,,,,,,,,,,,,,,,,,103254.1598,,,,,,,
Cryocrystalglobulin CC1 heavy chain variable region,,,,,,,,,,,,,,,,,,,,,,,,,98855.68408,,,,,
Cryocrystalglobulin CC2 lambda light chain variable region,,,,,,,,,,,,,,,,,,,,,,,34642.65586,,,,,,,
IGL c942_light_IGKV3-20_IGKJ2,,,,,110416.6411,142236.1705,,,,,,223522.5403,200559.3707,,,,237574.7213,,,,,,,,,196064.5702,,216110.0158,,
IGL c947_light_IGKV3-20_IGKJ1,,,152094.9144,,,,,,,,,,,,,,,,,,,,,,,198995.305,,,,
IGL c961_light_IGKV1D-39_IGKJ2,,,,,,,,,,,,,,,,,,,,,,,,,3348.538503,,,10828.82104,,
IGL c967_light_IGKV3-15_IGKJ1,,,,,,,1645.036547,,,,,,,,,,,,,,,,,,,,,,,
IGL c970_light_IGLV3-21_IGLJ3,,,,,1982.842535,,,,,,,,,,,,,,,,,,,,,,,,,
IGL c971_light_IGKV3-20_IGKJ4,,,,,,,,,,,,,,,,,,1981.914831,,,,,,,,,,,,
IGL c972_light_IGLV8-61_IGLJ3,,,,15660.38799,,,,1689.706905,,,,5724.387189,,3050.261186,,6063.885434,,,,,,3564.888175,,3107.12083,,11248.67953,,7884.959247,,
IGL c990_light_IGLV3-25_IGLJ2,,,,,,27059.33532,,52700.28583,,57943.29601,69001.50891,,,,18262.87826,,,,,42130.76,17934.71019,,,21793.91219,,,33829.16229,35938.55244,19933.77799,23877.1493
IGL c994_light_IGKV3-20_IGKJ4,181619.4751,77038.18122,155402.6036,,,,,,,,204612.831,,,93879.97487,,,,,,,75155.16224,,,,,,,,,
IGL@ protein,15507280.03,14644429.06,41436380.83,11204450.84,15749256.83,11398617.62,28304906.75,20441057.22,9014497.576,9746975.738,35902591.97,15484823.97,23696724.75,25205551.52,8642022.538,18500246.24,24410201.33,15172303.13,8175265.381,20068286.94,5599196.928,24540748.9,60528926.53,5000042.95,13467571.7,5276877.563,14502418.75,21860101.23,12537653.76,11492728.63
Ig heavy chain variable region,31723.12699,,57074.59012,,25789.35782,285.3231779,10791.81279,,,35538.02317,4069.029117,12033.96168,,,9264.509399,,9626.509869,527.3273036,,48.08819,318.4106443,,1368.286349,15101.11654,,17781.63715,49145.3461,,12824.23027,14403.83211
Ig-like domain-containing protein,69214726.68,28766466.08,26638910.1,47067284.74,28349139.56,24097908.8,133962713.9,52669723.72,56349854.8,16897704.46,56826150.01,25942230.98,98408178.52,97931320.19,53076217.37,39991500.48,60646438.73,25343758.64,112070155.1,32975971.49,11512907.2,19360578.16,68091822.98,8207440.103,16384443.84,39015608.51,21213331.7,31971038.0,19694847.63,42624791.72
IgG1_IGHV4-30-4,,,,,,,,,2989785.545,,,,,,,,,,,8086662.07,,,,,,,,,,
IgG4_IGHV3-7,,,,,,,,,,,,,,,,,,,,23634.65,,,,,,10316.36865,,,12048.30172,
IgG4_IGHV4-4,,,,,,,,,,3419.283117,,,,,,,,,,,,,,,,,,,,
IgG4_IGHV5-51,,,,,,,,,,,,,,,,1032325.327,,,,,,,,,,,,,,
IgK_IGKV1-39,,,,,,,,,1339315.826,,,,1981775.911,,,,,,3254387.858,,,2281051.713,2502679.626,,,1249696.865,,,1793017.038,
IgK_IGKV3-11,,,,22338.09056,35429.87589,25559.52179,56851.36987,,,12632.64392,,,49405.68292,,46928.04225,,59227.12652,26183.30791,149225.6211,101029.3893,,64787.15091,,,,37072.63395,,,,
IgL_IGLV1-44,,,,,,,,,,,,,,,,,,,,,,,,296342.8507,,,,,,
IgL_IGLV6-57,,,,,,,21293.12456,17190.58943,,,,,,,,,,,,,,,,,,,,,,
Immunglobulin heavy chain variable region,61884.05849,21195.5727,108351.1323,129242.7286,62957.87659,237993.7129,103394.4474,18372.53132,6717.933646,20769.52605,18105.61343,79266.00474,,,30035.0933,,35143.27471,196877.4658,410731.7157,82932.59789,,312802.3406,31464.64908,159414.7826,62743.81582,113845.2032,231007.2477,22592.29725,11882.82912,45823.69311
Immunglobulin light chain variable region,,,,,,,,,,,,,,,,17398.86398,,,,,,,,,,8653.594311,,,,
Immunoglobulin J chain (Joining chain of multimeric IgA and IgM),64093.94156,27753.93373,78071.05189,73476.39049,96217.87976,51723.42908,29782.35184,94357.68674,7991.465194,27318.28277,99879.31618,37740.28048,136337.1839,195895.4919,8285.71272,46989.8731,64002.77228,45143.81098,135468.7689,27475.73602,20261.07686,62924.86865,114489.5511,13229.24837,34242.66666,47202.54071,24955.71598,43588.41095,39292.6287,41115.41052
Immunoglobulin alpha-2 heavy chain (Immunoglobulin alpha-2 heavy chain BUT),5753705.947,,,3094788.987,7510016.0,4739806.743,6451862.507,15385847.17,2040043.119,,13369261.57,3329549.448,5858235.529,9767607.796,18743.71843,,16931089.55,3175909.964,3300090.949,4894153.8,995387.9269,6887899.301,8964710.759,1898094.078,2647778.398,,4484971.293,5387398.879,3105757.366,3070841.882
Immunoglobulin delta heavy chain (Immunoglobulin delta heavy chain WAH),,,,,,,10645.39914,,,,40070.93313,,106.3473684,,,,,1822.636913,,,,,58772.7804,12106.42166,,770.9725594,,10664.61377,,
Immunoglobulin heavy chain variant,8375954.416,5629109.437,,4982293.649,10479087.73,6011126.504,9312029.362,,,,,,8561928.783,,,2802105.996,,4406605.597,,,1593608.157,10619369.18,11812254.83,2920007.388,3244836.617,2605527.955,5854217.814,9290143.754,,4916639.588
Immunoglobulin heavy constant delta (Ig delta chain C region) (Ig delta chain C region NIG-65) (Ig delta chain C region WAH),,,,,,,,,,,,,,,,,17313.85572,,,,,,,,,,,,,
Immunoglobulin heavy constant gamma 2 (Ig gamma-2 chain C region) (Ig gamma-2 chain C region DOT) (Ig gamma-2 chain C region TIL) (Ig gamma-2 chain C region ZIE),22979024.41,12014701.37,37362203.43,,12501474.06,33442784.64,66376060.43,,52790288.04,22614321.95,46212582.08,47111080.65,35267729.76,38234791.92,58084854.28,26564074.59,32827262.5,35476591.97,,,16300458.28,21927505.07,59003810.79,14587541.4,17595857.88,27009967.07,26293904.82,,,20946970.53
Immunoglobulin heavy constant gamma 4 (Ig gamma-4 chain C region),27282772.35,16172375.77,,13429508.06,11062980.43,,,19144269.94,,,42328226.82,,,21264823.99,,36566451.27,20793656.13,,,,,,,,,,,,,
Immunoglobulin heavy constant mu (Ig mu chain C region) (Ig mu chain C region BOT) (Ig mu chain C region GAL) (Ig mu chain C region OU),641082.8673,640552.581,5104271.167,2839923.119,1426760.592,1213474.182,491836.1807,430773.9178,800241.4755,654723.162,723111.296,1421576.524,3842016.642,1911517.508,653021.8143,1347235.232,890772.0193,2983599.427,1820663.913,941099.4977,924740.934,510044.3721,1864202.338,908819.5062,1081753.906,2330181.877,1458859.825,1870167.585,660788.5908,1462370.038
Immunoglobulin heavy variable 1-45,,,,,,,,,,,,,,,,,,,,,,,,,1467.660372,,,,,
Immunoglobulin heavy variable 3-64D,,,,,,,,,,,,127897.2992,,,,,,,,,,,,,,,,,,
Immunoglobulin heavy variable 3-72,,,,,,,,,,,,,,,179751.4103,,,,,,,,,,,,,,,
Immunoglobulin heavy variable 3-74,,,,,,,,,,,,,,,,,,,,,,146346.2735,,,,,,,,
Immunoglobulin heavy variable 3/OR16-9 (non-functional),64314.4314,,178746.6861,,,137694.8997,,,,,,,,,,,,,,180695.2911,50587.04398,105875.5423,,,,,,,,
Immunoglobulin kappa light chain (Immunoglobulin kappa light chain EU),12311878.15,4828436.813,7205958.074,6083644.982,9307267.938,8236834.251,14047632.29,12906243.23,6911148.639,4177441.114,11169280.45,,8605723.098,10287128.91,5097516.499,,10275657.95,10286870.27,11351195.67,12345423.92,4341241.883,8705650.145,10222751.63,3680635.034,6797967.129,4825816.672,9005150.612,10039751.45,7115641.922,7239477.357
Immunoglobulin kappa variable 1-17 (Ig kappa chain V-I region Gal) (Ig kappa chain V-I region WEA),,,141261.7255,,,,,,,,,,,,,,,,,175084.7003,,,,,,,,,,
Immunoglobulin kappa variable 1-6,,,,,,,,,,,,,,,,,,,,,,,,,17460.169,,,,,
Immunoglobulin kappa variable 1/OR2-108 (non-functional),,,,,,,,,,,,,,,,,,,,,,,,,,,,24201.22347,,
Immunoglobulin kappa variable 2-24,,,,,,,,,,,,,,,,,,26613.25679,,,,,,,,,11504.77104,,,
Immunoglobulin lambda constant 6 (Ig lambda-6 chain C region),,,,,,,,3168471.702,,,,,,4112492.152,,,,,,,,,,,,,,,,
Immunoglobulin lambda variable 1-36,,8912.802362,1642.093988,,,,,,,,1222.989302,18.51967935,,958.662305,,315.8375001,,,23.30309569,657.84523,,,,32.58451697,18.49191455,,377.5884845,,,148.1085142
Immunoglobulin lambda variable 5-45,,,,,,,,,,,,,,,,,,,,,,,,,1120.526491,2715.653403,,2978.954088,,
Immunoglobulin lambda-1 light chain (Immunoglobulin lambda-1 light chain MCG),,,,,,,,,,,,,4814972.711,,,,,,,4020398.606,,,,,,,2331079.623,,,
Immunoglobulin lambda-like polypeptide 1 (CD179 antigen-like family member B) (Ig lambda-5) (Immunoglobulin omega polypeptide) (Immunoglobulin-related protein 14.1) (CD antigen CD179b),,,,,,,,,,,,,,,,,,,,,,68959.64967,,,,,,,,
Immunoglobulin mu heavy chain (Immunoglobulin mu heavy chain OU),,247291.6519,4252837.19,1824823.666,824954.2166,824144.9132,,,,492472.6215,271912.6315,959499.4667,3017152.102,,,924490.573,536854.8142,953292.5339,1413288.386,756484.7737,735990.6878,362068.2047,1622664.158,,890428.2319,1888835.354,907801.4547,1319286.189,512282.3859,
Kininogen-1 (Alpha-2-thiol proteinase inhibitor) (Fitzgerald factor) (High molecular weight kininogen) (HMWK) (Williams-Fitzgerald-Flaujeac factor) [Cleaved into: Kininogen-1 heavy chain; T-kinin (Ile-Ser-Bradykinin); Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-1 light chain; Low molecular weight growth-promoting factor],317121.1122,261221.8723,285144.7975,198836.619,169833.3277,704717.6671,316225.485,538079.1062,1455803.089,257849.2149,1258336.58,510458.2658,768013.7132,865989.7474,337885.3065,297962.3132,389493.3941,731872.7963,1834354.092,440980.7374,411159.7955,128238.308,462226.9264,209937.9351,350559.0713,129752.1559,266402.039,484848.4115,470353.6441,273586.2296
"Leucine-rich alpha-2-glycoprotein (cDNA FLJ14476 fis, clone MAMMA1001388, highly similar to Leucine-rich alpha-2-glycoprotein) (cDNA, FLJ95324, highly similar to Homo sapiens leucine-rich alpha-2-glycoprotein 1 (LRG1), mRNA)",,,22077.07935,49693.9508,46382.59978,16819.53362,51240.43292,64806.30704,60657.02104,,21036.39472,,17365.84071,164436.6649,21368.34822,40085.85257,,9401.913604,,34092.53,95828.98001,,,,,11981.43381,15695.6687,14605.30564,61178.90218,6965.041637
Leukocyte immunoglobulin like receptor A3,,,,,,,,818.6953986,,,,,,,,,,,,,,,,,,,,,,
Leukocyte immunoglobulin-like receptor subfamily A member 3 (CD85 antigen-like family member E) (Immunoglobulin-like transcript 6) (ILT-6) (Leukocyte immunoglobulin-like receptor 4) (LIR-4) (Monocyte inhibitory receptor HM43/HM31) (CD antigen CD85e),,,,,,,,2456.086196,,,,,,,,,,,,,,,,,,,,,,
Light chain variable region,,,,,,,39975.68382,,,,,,,,,,18648.07068,,1811.420589,,,,,,,,,,,
Low affinity immunoglobulin gamma Fc region receptor III-A,,,,,,,,19156.96984,18685.64756,,,,,4352.792564,,,,1268.478309,,,1657.445542,,,,,1081.019571,,,,
MS-A6 heavy chain variable region,16734.62291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS-B1 heavy chain variable region,,1103.566168,,,,,,,,,,,,,,,,175.7757679,,,318.4106443,,,,,,,,,
Myosin-reactive immunoglobulin heavy chain variable region,,,,,,,,,,62934.26811,,54639.24933,,,,,,,,,,,1368.286349,,,,,,,
Myosin-reactive immunoglobulin light chain variable region,,15750.63688,,,,,30399.28205,,,,,,,,16562.67324,,,,3068.110845,,,,,,,,72376.90073,,,
N90-VRC38.08 heavy chain variable region,,2457.566064,16633.51116,,6776.007767,3552.341177,,,,,,7606.562278,,,,,,8235.516175,,11448.14102,,5292.912152,18743.10114,,,,3098.582862,,3700.263379,10721.63158
N90-VRC38.10 heavy chain variable region,,,,,,,16011.0786,,,,,,,,,,,,,,,,,,,,,,,
Polymeric immunoglobulin receptor (PIgR) (Poly-Ig receptor) (Hepatocellular carcinoma-associated protein TB6) [Cleaved into: Secretory component],,,,,,,,,,,,,,801.0908257,,,,,,,,3885.656112,,,,,,,,
Probable non-functional immunoglobulin kappa variable 2D-24,,,,,,,,,,,,,,,,,,,,,,,,,1273.41024,,,,,
V-set and immunoglobulin domain containing 10,,,,921.3872563,,,,,,,,,,,,,,,,,,,,,,,,,,
V-set and immunoglobulin domain-containing protein 10,,,,1842.774513,,,,,,,,,,,,,,,,,,,,,,,,,,
"cDNA FLJ10210 fis, clone HEMBA1006344, weakly similar to RADIXIN",,,,,,,,,3241.975469,,,,,,,,,,,,,,,,,,,,,
"cDNA FLJ11310 fis, clone PLACE1010096, highly similar to Ubiquitin-protein ligase EDD1",,,,,,,,,,,,,,,,,,,,,,,,205.8627066,,,,,,
"cDNA FLJ14022 fis, clone HEMBA1003538, weakly similar to COMPLEMENT C1R COMPONENT",,,,,,,9133.561012,6874.106185,33084.91087,,9567.755477,,,,,,,,,3921.12,,,,,,2100.747284,,,,
"cDNA FLJ14473 fis, clone MAMMA1001080, highly similar to Homo sapiens SNC73 protein (SNC73) mRNA",15084998.55,10161627.48,7240267.25,8580093.527,,,16634211.22,34242092.95,,6891260.779,32416157.73,8388690.895,14742202.11,21604396.42,,4799749.242,39756319.02,8626417.773,8734387.867,12418284.98,,15946503.02,21247891.61,,,4351465.968,9562462.476,15909135.11,,9399988.419
"cDNA FLJ16354 fis, clone TESTI4000319, weakly similar to GUANINE NUCLEOTIDE DISSOCIATION STIMULATOR RALGDS FORM B",,,,,,,,,,,,,,,,,,574.4953666,,,,,,,,,,,,
"cDNA FLJ25298 fis, clone STM07683, highly similar to Protein Tro alpha1 H,myeloma",,,,,16948725.71,,,,,,,,,,,,,,,,,,21381694.1,,,,,,,
"cDNA FLJ26266 fis, clone DMC05613",,,,,,,,,,,,1860934.211,,,,,,,,,,,,,,,,,,
"cDNA FLJ26980 fis, clone SLV02741",,,,,,,,,,,,,,,,,,189.7370383,,,,,,,,,,,,
"cDNA FLJ30621 fis, clone CTONG2001681, highly similar to Complement C1s subcomponent",19986.53386,13876.40925,,8974.800726,21465.24486,19910.489,18244.55467,49533.41446,61465.65912,,,,,48338.15013,4657.663665,12265.14655,36988.85766,,,,,,,,,,,,,6552.075972
"cDNA FLJ35128 fis, clone PLACE6008768, moderately similar to Insulin-like growth factor-binding protein 3",,,,,,,,,,,,,,,,,489.9831333,243.9750198,,,,,,,387.148935,,,,,
"cDNA FLJ35237 fis, clone PROST2001676, highly similar to M-PHASE PHOSPHOPROTEIN 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.1831358,
"cDNA FLJ39327 fis, clone OCBBF2015506, highly similar to Mus musculus FAT tumor suppressor homolog 4 (Drosophila) (Fat4), mRNA",,,,,,,,,,,,,,,,,,,1036.545439,,,,,,,,,,,
"cDNA FLJ39583 fis, clone SKMUS2004897, highly similar to ACTIN, ALPHA SKELETAL MUSCLE",794.7796341,,,,,,,,,,,,,521.3648621,,148.1466582,324.1786935,,331.5453351,33.28307,,111.8365203,,,,,,537.8598246,,
"cDNA FLJ41981 fis, clone SMINT2011888, highly similar to Protein Tro alpha1 H,myeloma",,,,,,,,,,,,,,,,,,,,7291639.44,,,,,,,,,,
"cDNA FLJ90170 fis, clone MAMMA1000370, highly similar to Ig alpha-1 chain C region",,,,,18272688.81,10618640.62,,,6144949.946,,,,,,,,,8583855.746,,,2294375.306,,,5141226.599,5433684.1,,,,7744312.868,9333919.631
"cDNA: FLJ21924 fis, clone HEP04086",746.3305015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amyloid lambda 6 light chain variable region PIP,,,20510.20108,,,,,1946.300854,,,,,,,,,,,,,,,,,,,,,,
Anti-streptococcal/anti-myosin immunoglobulin lambda light chain variable region,,,,,,,,,,,,,,,,,,,,,20508.22203,,,,35394.27369,,,,,
Full-length cDNA clone CS0DL004YM19 of B cells (Ramos cell line) of Homo sapiens (human),,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
GCT-A1 heavy chain variable region,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
GCT-A10 heavy chain variable region,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
GCT-A5 light chain variable region,,,,,,,,,,,,,,,74128.49372,,,,,,,,,,,84651.04702,,,,
IG c1000_light_IGLV6-57_IGLJ2 (IG c1441_light_IGLV6-57_IGLJ2),,,,,,,,,,,,,,,,35847.4752,,,,,,,,,,,,10224.51657,,
IG c1001_light_IGLV1-36_IGLJ2,,,,,,,,,,,,,,,,,,,,,,,,,,,25.18889198,,,826.5511585
IG c1001_light_IGLV2-23_IGLJ1,,,,,,,,,,,,,,,,1110.538681,,,,,,,,,,,,,,
IG c1004_heavy_IGHV3-15_IGHD2-2_IGHJ5,,,,,,,,,39779.85293,,,,,,,,,,,,,,,,,,,,,
IG c1006_light_IGLV8-61_IGLJ3,,,,,5572.511774,3608.898373,,,,1617.455403,,5818.75546,6025.810189,,638.839417,7331.688066,5481.758928,,,8672.9,8327.608479,,20508.22203,,5946.460176,11118.60755,5736.951202,8815.801017,5478.486443,6016.284313
IG c1008_light_IGKV2D-28_IGKJ5,1114.138441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1009_light_IGLV4-69_IGLJ2,,,,,,338.0628539,,,,,,,824.5873362,,,,,,,1575.03,,,85.46379455,404.3226851,,1595.31281,942.6834576,36.80427139,352.4897492,433.9698498
IG c1010_heavy_IGHV4-4_IGHD2-2_IGHJ3,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1012_light_IGLV1-51_IGLJ2 (IG c1309_light_IGLV1-51_IGLJ2),,,,,,28651.28726,,,,,,,,53162.37402,,39903.96028,,,,,,,,,,,,,,
IG c1014_heavy_IGHV5-51_IGHD3-16_IGHJ4,,,,69068.83289,,100252.8577,,,,63348.12359,137813.4612,,114633.591,,20508.22203,,34135.51889,,100227.1882,,79352.51182,,,,,,,,,106024.6257
IG c1014_light_IGKV4-1_IGKJ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146880.8004,
IG c1015_light_IGLV4-69_IGLJ2,,,,,,,,,,,,,824.5873362,,,,,,,,,,85.46379455,,,,942.6834576,36.80427139,,
IG c1017_heavy_IGHV1-69_IGHD1-26_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,,88884.46169,,,,,,
IG c1017_light_IGKV2D-28_IGKJ2,,,,,,,,,,,,115475.843,,,,,,,,,,,,,,,,,,
IG c1019_light_IGKV1-27_IGKJ1,,22617.78284,,,56492.23219,,,,44422.00937,,,,,,,57314.9961,,,,,,,,,,,,,,
IG c1021_heavy_IGHV4-59B_IGHD3-3_IGHJ4,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c1025_light_IGLV6-57_IGLJ3,,,38711.69784,,,7366.027624,,,,,20508.22203,8275.932807,8535.474848,,,,,,20508.22203,,,,,,,,,,,
IG c1026_heavy_IGHV4-31_IGHD2-8_IGHJ5,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c1027_light_IGLV1-44_IGLJ3,,36195.618,,,,,,,,,,,42204.31335,,,,,28246.69898,,61516.05,,,,,25563.51935,,,21006.73921,45057.46828,22349.90214
IG c1028_light_IGLV1-44_IGLJ3,,,,,,,,,,,,,,,,,,,,,,,,,,,25.18889198,,,826.5511585
IG c102_light_IGKV1-5_IGKJ3,,,,,,,,,,,,,,,,,,,878.1868523,,,4585.608204,,,,,,,,
IG c1031_light_IGLV3-10_IGLJ3 (IG c1277_light_IGLV3-10_IGLJ3) (IG c1793_light_IGLV3-10_IGLJ3),,,,,53233.84997,,,,,,,,,,,57174.70703,,,,27330.2,,,,,,,,,,
IG c1033_heavy_IGHV4-39_IGHD4-17_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,,,4212.784968,,,,,
IG c1033_light_IGKV4-1_IGKJ2,,,,,,,,,2868.904547,,8046.574046,,,,,,,,,,,,,,,,,,,
IG c1033_light_IGLV1-51_IGLJ3,,,,,,,,,,,,,,,,,,,,,,,33445.88949,,10972.44289,,,,,
IG c1035_heavy_IGHV4-59B_IGHD3-16_IGHJ6,,,,,,7622.117269,,1419.626356,,,,,,,,,,,,,,,,,,,,,,
IG c1035_light_IGKV1-39_IGKJ1,,,,,,,,,,,,,,50857.66182,,,,,,,,,,,,,,,,
IG c103_heavy_IGHV4-4_IGHD2-21_IGHJ2,,,,,7702.8823,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1041_heavy_IGHV4-31_IGHD2-2_IGHJ4,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c1047_light_IGKV1-5_IGKJ2 (IG c1193_light_IGKV1-5_IGKJ2),,,,,,,,,,37361.70504,,,,,,,,,,,,,,,,,,,,
IG c1051_heavy_IGHV2-5_IGHD3-10_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,1368.286349,,,,,,,
IG c1051_heavy_IGHV4-39_IGHD7-27_IGHJ3,,,,,,,,,,,,,4613.901204,,,,4813.254935,,,,,,,,,,,,,
IG c1051_light_IGLV2-14_IGLJ2,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IG c1052_light_IGKV2D-29_IGKJ4,,,,,,,,,,,16209.24971,,,8443.116577,,,,,,,,,,,,,,,,
IG c1059_light_IGKV1-5_IGKJ3 (IG c480_light_IGKV1-5_IGKJ3),,,,,,,,,,,,,,,,,,,878.1868523,,,4585.608204,,,,,,,,
IG c1059_light_IGLV2-23_IGLJ3,,,,,,,,,,,567.5643106,,,,,,,,,719.6,,,,,,,,,,
IG c105_light_IGLV7-43_IGLJ3,,,,,,,,,,,2114.184995,,,,,,,,,,,,,,,,,,,
IG c105_light_IGLV8-61_IGLJ3,,,3764.767521,15660.38799,5247.6012,,,1689.706905,,,,5724.387189,,3050.261186,,6063.885434,,,,,,3564.888175,,3107.12083,,11248.67953,,7884.959247,,
IG c1060_heavy_IGHV5-51_IGHD7-27_IGHJ4,,,353228.6401,69068.83289,,100252.8577,,,,63348.12359,137813.4612,,114633.591,,20508.22203,,34135.51889,,100227.1882,,79352.51182,,,,,,,,,106024.6257
IG c1060_light_IGLV2-14_IGLJ1,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IG c1062_heavy_IGHV4-39_IGHD1-7_IGHJ4,,,,,,,,,,,4069.029117,,,,,,,,,,,,,,,,,,,
IG c1063_light_IGLV1-36_IGLJ2,,,,,,,,,,,,,,,,,,,,,,,,,,,25.18889198,,,826.5511585
IG c1064_heavy_IGHV1-46_IGHD4-17_IGHJ4,,,,42325.15591,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1064_heavy_IGHV3-73_IGHD6-6_IGHJ6,,,,,,,,,,,,,,,,,27987.56359,,,,9057.233959,,,,,,,,,
IG c1065_heavy_IGHV5-51_IGHD2-15_IGHJ5,,,,,,,,,,,,,,,20508.22203,,34135.51889,,,,,,,76741.71413,,,,,,
IG c1068_heavy_IGHV5-51_IGHD5-24_IGHJ4,,,,,,,,,,,,,,,20508.22203,,34135.51889,,,,,,,,,,,,,
IG c1075_light_IGLV3-19_IGLJ3 (IG c654_light_IGLV3-19_IGLJ3),,,,10254.11102,,12052.04992,,,,,,,37650.47429,,,,,,,,,,,,,7141.125082,9838.565404,,,
IG c1076_heavy_IGHV4-4_IGHD6-13_IGHJ4,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1076_light_IGLV2-14_IGLJ2,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IG c1079_heavy_IGHV4-61_IGHD2-2_IGHJ5,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c107_heavy_IGHV2-70_IGHD6-6_IGHJ4,,,,,,,5871.063013,,,,,,,,,,,,,,,,,,,,,,,
IG c107_light_IGLV9-49_IGLJ3,,,462.9094476,,,,,,,,,,,,,,,,,583.39,,,,,,,,,,
IG c1081_heavy_IGHV4-39_IGHD6-13_IGHJ3,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1085_heavy_IGHV3-23_IGHD6-19_IGHJ3 (IG c96_heavy_IGHV3-23_IGHD6-19_IGHJ3),,,,,,,,,,,,,,,11909.88098,,,,,,,,,,,,,,,
IG c1087_heavy_IGHV1-69_IGHD4-23_IGHJ6,,,312833.9755,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1087_light_IGKV4-1_IGKJ4,,,128189.7286,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c108_heavy_IGHV2-5_IGHD5-12_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,1368.286349,,,,,,,
IG c108_light_IGLV1-51_IGLJ3,,,,,,28651.28726,,,,,,,,53162.37402,,39903.96028,,,,,,,,,,,,,,
IG c1096_heavy_IGHV4-39_IGHD2-8_IGHJ4,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1096_light_IGLV1-36_IGLJ3,,,,,,,,,,,,,,,,,,,,,,,,,,,25.18889198,,,826.5511585
IG c1101_heavy_IGHV4-61_IGHD3-10_IGHJ5,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1101_light_IGLV9-49_IGLJ2,,,462.9094476,,,,,,,,,,,,,,,,,583.39,,,,,,,,,,
IG c1102_heavy_IGHV1-69_IGHD3-9_IGHJ4,,,,,,,,,,,,,,,,,,,117200.8,,,,,88884.46169,,,,,,
IG c1105_heavy_IGHV4-31_IGHD2-15_IGHJ6,,,,,,,,1419.626356,,,,,,,,,,,,,,,,,,,,,,
IG c1107_heavy_IGHV2-5_IGHD5-12_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,1368.286349,,,,,,,
IG c1108_heavy_IGHV1-69_IGHD3-22_IGHJ6,,,,,,,,,,,,,,,,,,,117200.8,,,,,88884.46169,,,,,,
IG c1108_light_IGKV1-33_IGKJ3,,,,,,,57699.59215,,,34363.34956,,64938.78944,,,,,,,,,64213.53034,,,,,,,,,
IG c1111_light_IGKV4-1_IGKJ1 (IG c679_light_IGKV4-1_IGKJ1),,,,,,,,,2868.904547,,,,,,,,,,,,,,,,,,,,,
IG c1115_heavy_IGHV2-5_IGHD3-10_IGHJ3,,,,,,,,,,,,,,,,,,,,,,,1368.286349,,,,,,,
IG c1116_light_IGKV1D-13_IGKJ5,,,,,,,,,,,,,,,,,,1339.375902,,,,,,,,,,,,
IG c1119_light_IGLV6-57_IGLJ3,,,,,,7366.027624,,,,,20508.22203,,,,,,,,20508.22203,,,9767.525004,,,,,,,,
