Protein.names,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
10E8 light chain variable region,22338.57536,,5175.324325,20508.22203,,24104.09984,47112.19868,,,,,,,,,,,,,,,,,,37944.84641,,,,,
10E8 light chain variable region (IGL c3101_light_IGLV3-19_IGLJ2),11169.28768,,,10254.11102,,12052.04992,23556.09934,,,,,,,,,,,,,,,,,,18972.4232,,,,,
78 kDa glucose-regulated protein (Binding-immunoglobulin protein) (Heat shock protein 70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),,,1134.526313,,,,1401.725351,,,,,,,,,,,,,,,,,,,,,,1613.080425,
B cell receptor heavy chain variable region,,,,,,,,,,,,,,,,,,,,,,,103254.1598,,,,,,,
Cryocrystalglobulin CC1 heavy chain variable region,,,,,,,,,,,,,,,,,,,,,,,,,98855.68408,,,,,
Cryocrystalglobulin CC2 lambda light chain variable region,,,,,,,,,,,,,,,,,,,,,,,34642.65586,,,,,,,
IG c1120_heavy_IGHV4-39_IGHD3-22_IGHJ4,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c1120_light_IGLV7-46_IGLJ2,,,7586.927521,,14308.28005,,,20726.34539,,4317.711294,,,8515.672189,,3847.712018,,,,,,,,,,,,5242.690568,9530.931807,,
IG c1121_light_IGLV7-43_IGLJ2,,,7586.927521,,14308.28005,,,20726.34539,,4317.711294,,,8515.672189,,3847.712018,,,,,,,11447.50539,,,,,5242.690568,9530.931807,,
IG c1124_heavy_IGHV3-13_IGHD3-10_IGHJ2,,,,,,,,,,,,,,,,,,,,,,,,39905.39474,,,,,,
IG c1124_heavy_IGHV4-39_IGHD3-22_IGHJ4 (IG c467_heavy_IGHV4-39_IGHD3-22_IGHJ4),,,,,,,,,,,,,4613.901204,,,,4813.254935,,,,,,,,,,,,,
IG c1125_heavy_IGHV5-51_IGHD4-23_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,,76741.71413,,,,,,
IG c1131_heavy_IGHV3-30_IGHD3-10_IGHJ4,,,,,,32873.07214,58866.09129,,,,,,,,,,,,,73385.61,,,,,,,,,,
IG c1134_light_IGLV4-69_IGLJ2,,,,,,338.0628539,,,,,,,824.5873362,,,,,,,1575.03,,,85.46379455,404.3226851,,,942.6834576,36.80427139,352.4897492,433.9698498
IG c1135_heavy_IGHV4-61_IGHD2-2_IGHJ6,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c1135_heavy_IGHV5-51_IGHD6-25_IGHJ3,,,,69068.83289,,100252.8577,,,,63348.12359,137813.4612,,114633.591,,20508.22203,,34135.51889,,100227.1882,,79352.51182,,,,,,,,,106024.6257
IG c1135_light_IGKV3-15_IGKJ1 (IG c296_light_IGKV3-15_IGKJ1),,,,,,,,,,,,,,,28872.28587,,,,,,,,,,,,,,59066.60289,
IG c1137_light_IGLV6-57_IGLJ3,,,,,,,,,,,,8275.932807,,,4614.464338,,,,,,,,,,,5083.683015,,,,4352.614922
IG c1144_heavy_IGHV3-23_IGHD6-13_IGHJ3,,,,,,,,,,,,,,,11909.88098,,,,,,,,,,,,,,,
IG c1148_heavy_IGHV1-2_IGHD2-15_IGHJ6,,,,,,,,,,,,4738.746837,,,,,,,,,6185.424923,,,2810.161583,,,,,3312.212738,
IG c114_light_IGLV6-57_IGLJ3,,,,,,,,,,,,8275.932807,,,4614.464338,,,,,,,,,,,5083.683015,,,,4352.614922
IG c1150_light_IGLV1-51_IGLJ2,,,,,,28651.28726,,,,,,,,53162.37402,,39903.96028,,,,,,,,,,,,,,
IG c1152_light_IGKV2D-29_IGKJ4,,,,,,,,,,,16209.24971,,,8443.116577,,,,,,,,,,,,,,,,
IG c1157_light_IGLV3-19_IGLJ2 (IG c821_light_IGLV3-19_IGLJ2),,,,,,12052.04992,,,,,,,,,,,,,,,,,,,,,,,,
IG c1159_heavy_IGHV1-69_IGHD4-17_IGHJ6 (IG c60_heavy_IGHV1-69_IGHD4-17_IGHJ6),,,,,,,,,,,,,,,,,,,117200.8,,,,,88884.46169,,,,,,
IG c1159_light_IGLV2-14_IGLJ2,,,3029.785685,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1162_light_IGLV6-57_IGLJ3,,,,,,7366.027624,,,,,20508.22203,,,,,,,,20508.22203,,,,,,,,,,,
IG c1162_light_IGLV7-46_IGLJ2,,,7586.927521,,14308.28005,,,20726.34539,,4317.711294,,,8515.672189,,3847.712018,,,,,,,,,,,,5242.690568,9530.931807,,
IG c1163_heavy_IGHV5-51_IGHD1-7_IGHJ6,,,,,,,,,,,,,,,20508.22203,,34135.51889,,,,,,,,,,,,,
IG c1165_light_IGKV4-1_IGKJ3,,,,,,,,,2868.904547,,,,,,,,,,,,,,,,,,,,,
IG c1167_heavy_IGHV4-59B_IGHD5-5_IGHJ4,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c1167_light_IGLV1-51_IGLJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,35098.21383,,
IG c1168_light_IGLV1-51_IGLJ3 (IG c641_light_IGLV1-51_IGLJ3),,,,,,28651.28726,,,,,,,,53162.37402,,,,,,,,,,,,,,,,
IG c1169_heavy_IGHV4-59B_IGHD3-3_IGHJ5,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c116_heavy_IGHV4-39_IGHD7-27_IGHJ4,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c116_light_IGLV1-51_IGLJ1,,,,,,28651.28726,,,,,,,,53162.37402,,,,,,,,,,,,,,,,
IG c1171_heavy_IGHV4-4_IGHD6-13_IGHJ5,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1172_light_IGLV1-40_IGLJ1,,,,,,,,,,,,,,,,,,,,,,,,,,29118.42635,,,,
IG c1173_light_IGLV1-44_IGLJ3,,36195.618,,,,,,,,,,,42204.31335,,,,,28246.69898,,61516.05,,,,,25563.51935,,,21006.73921,45057.46828,22349.90214
IG c1174_light_IGKV6-21_IGKJ2,,,,,,,,,,,,,,,,,,2159.155778,,,,,,,,,,,,
IG c1175_heavy_IGHV2-26_IGHD3-3_IGHJ4,,,,,,,,,,,,,,,,,,175.7757679,,,,,,,,,,,,
IG c1177_heavy_IGHV2-70_IGHD6-19_IGHJ4,,,,,,,5871.063013,,,,,,,,,,,,,,,,,,,,,,,
IG c1179_heavy_IGHV4-4_IGHD3-3_IGHJ4,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1179_light_IGKV3-15_IGKJ4,,,,,,,,,,,,,,,,,21582.56312,,,,,,,,,,,,,11502.97525
IG c117_heavy_IGHV4-4_IGHD6-13_IGHJ4,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c117_light_IGLV2-14_IGLJ2,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IG c117_light_IGLV4-60_IGLJ2,,,,,,,,,,,,,,,,,2864.8441,,,,,,,,,,,,,
IG c1180_light_IGKV3-15_IGKJ2,109276.6415,,108212.7993,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1182_heavy_IGHV4-59B_IGHD5-5_IGHJ4,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c1182_light_IGKV3-15_IGKJ2,109276.6415,,108212.7993,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1187_heavy_IGHV4-59_IGHD2-15_IGHJ6,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c1188_heavy_IGHV4-4_IGHD3-16_IGHJ6,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1190_heavy_IGHV4-59B_IGHD1-7_IGHJ2,,,,,,7622.117269,,1419.626356,,,,,,,,,,,,,,,,,,,,,,
IG c1194_light_IGLV3-10_IGLJ3 (IG c1211_light_IGLV3-10_IGLJ3) (IG c1737_light_IGLV3-10_IGLJ3),,,,,,,,,,,,,,,,,,,,27330.2,,,,,,,,,,
IG c1197_light_IGLV3-25_IGLJ2,,,,,,,,,,,,,,,,,,,,,,,,,17420.32473,,,,,
IG c1199_heavy_IGHV2-5_IGHD1-14_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,1368.286349,,,,,,,
IG c119_heavy_IGHV2-70_IGHD3-3_IGHJ6,,,,,,,5871.063013,,,,,,,,,,,,,,,,,,,,,,,
IG c119_light_IGLV2-14_IGLJ3,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IG c1202_light_IGKV4-1_IGKJ1,,,,,,,,,2868.904547,,8046.574046,,,,,,,,,,,,,,,,,,,
IG c1203_heavy_IGHV1-8_IGHD7-27_IGHJ4,,,,,,,,,,,,,,,,,969.737486,,,,,,,,,,,,,
IG c1203_light_IGKV4-1_IGKJ2,,6684.859535,,,,,20508.22203,,2868.904547,5303.315317,8046.574046,,,,,,,,,,,,,,,,,,,
IG c1204_heavy_IGHV4-31_IGHD6-19_IGHJ6,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c1204_light_IGLV9-49_IGLJ2,,,462.9094476,,,,,,,,,,,,,,,,,583.39,,,,,,,,,,
IG c1207_light_IGKV4-1_IGKJ3,,,,,,,,,,,,,,,,,,,,,,,,,,65849.26225,,,,
IG c1209_light_IGKV4-1_IGKJ1,,,,,,,,,2868.904547,,,,,,,,,,,,,,,,,,,,,
IG c120_heavy_IGHV1-8_IGHD1-7_IGHJ6,,,,,,,,,,,,,,,,,,,,17453.97,,,,,,,,,,
IG c1212_heavy_IGHV5-51_IGHD4-23_IGHJ4,,,,,,,,,,,,,,,20508.22203,,34135.51889,,,,,,,,,,,,,
IG c1212_light_IGLV4-69_IGLJ3,,,,,,338.0628539,,,,,,,824.5873362,,,,,,,1575.03,,,85.46379455,404.3226851,,,942.6834576,36.80427139,352.4897492,433.9698498
IG c1214_light_IGKV4-1_IGKJ5,,,,,,,,,2868.904547,,,,,,,,,,,,,,,,,,,,,
IG c1217_light_IGKV4-1_IGKJ2,,,,,,,,,,,,,,,71585.67713,,,,,,,,,,,,,,,
IG c1218_light_IGKV3-20_IGKJ1,,,,,,,,,154406.7072,,,,,,,,,,,,,,,,,,,,,
IG c1219_heavy_IGHV5-51_IGHD3-10_IGHJ3,,,,,,100252.8577,,,,63348.12359,137813.4612,,114633.591,,20508.22203,,34135.51889,,,,,,,,,,,,,106024.6257
IG c121_light_IGLV2-11_IGLJ3,,,,,,,,32357.21182,,,,9370.267415,,,15261.47477,,60902.40437,,6849.930075,,,,,,,,,,,
IG c1220_heavy_IGHV4-4_IGHD6-19_IGHJ4,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1223_heavy_IGHV3-49_IGHD3-22_IGHJ4,,,,,,,,,,,,,,29531.44651,,,,,,,,,,,,,,,,
IG c1225_light_IGKV1D-33_IGKJ3,,,,,,,57699.59215,,,34363.34956,,64938.78944,,,,,,243059.7334,,,,,48987.01885,85366.45602,,72153.55421,,,,
IG c1226_light_IGLV3-25_IGLJ2,,,,,,,,,,,,,,,,,,,,,,,,15071.51862,,,,,,
IG c1227_heavy_IGHV1-18_IGHD4-23_IGHJ4,,,,,,,,,,,,4738.746837,,,,,,,,,6185.424923,,,2810.161583,,,,,3312.212738,
IG c122_heavy_IGHV1-18_IGHD1-7_IGHJ4,,,,,,,,,,,,,,42158.31204,,,,,,,,,,,,,,,,
IG c1231_light_IGKV4-1_IGKJ3 (IG c797_light_IGKV4-1_IGKJ3),,,,,,,,,2868.904547,,,,,,,,,,,,,,,,,,,,,
IG c1232_heavy_IGHV2-5_IGHD5-5_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,1368.286349,,,,,,,
IG c1232_heavy_IGHV5-51_IGHD2-2_IGHJ6,,,,,,,,,,,,,,,,,,,,,,,,75739.27011,,,,182100.7687,,
IG c1232_light_IGKV4-1_IGKJ1,,,,,,,,,2868.904547,,,,,,,,,,,,,,,,,,,,,
IG c1233_heavy_IGHV4-61_IGHD7-27_IGHJ3,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1236_light_IGLV2-14_IGLJ2 (IG c1444_light_IGLV2-14_IGLJ2) (IG c321_light_IGLV2-14_IGLJ3) (IG c512_light_IGLV2-14_IGLJ2),,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IG c1238_heavy_IGHV2-26_IGHD4-17_IGHJ4,,,,,,,,,,,,,,,,,,175.7757679,,,,,,,,,,,,
IG c1241_heavy_IGHV5-51_IGHD4-23_IGHJ4,,,,,,100252.8577,,,,63348.12359,,,114633.591,,20508.22203,,34135.51889,,,,,,,,,,,,,
IG c1243_light_IGLV2-14_IGLJ2,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IG c1247_light_IGLV6-57_IGLJ3,,,,,,,,,,,,8275.932807,,,4614.464338,,,,,,,,,,,5083.683015,,,,4352.614922
IG c1249_heavy_IGHV5-51_IGHD1-7_IGHJ4,,,,,,,,,,63348.12359,,,,,,,,,,,,,,,,,,,,
IG c1249_light_IGLV10-54_IGLJ3 (IG c605_light_IGLV10-54_IGLJ3),,,1250.501056,5413.269438,429.7644645,3075.849937,4556.810548,,,,,9618.129884,,,,,,1508.921677,,,,,,,,922.3941711,,,1131.097833,2905.665528
IG c1250_light_IGLV6-57_IGLJ3 (IG c1487_light_IGLV6-57_IGLJ3),,,,,,,,,,,,8275.932807,,,4614.464338,,,,,,,,,,,5083.683015,,,,4352.614922
IG c1253_heavy_IGHV2-26_IGHD7-27_IGHJ4,,,,,,,,,,,,,,,,,,175.7757679,,,318.4106443,,,,,,,,,
IG c1253_light_IGKV1-27_IGKJ4,,,,,,,,,44422.00937,,,,,,,,,,,,,,,,,,,,,
IG c1253_light_IGKV1-5_IGKJ1,,,,,,,,,,,19542.63118,,,,,,,,,,,,,,,,,,,
IG c1254_light_IGKV3-11_IGKJ5,,,,,,,113087.9806,,,,,,,,,,,,,,,,,,,,,,,
IG c1254_light_IGLV6-57_IGLJ2,,,,,,,,,,,,,,,,35847.4752,,,,,,,,,,,,10224.51657,,
IG c1255_light_IGKV2D-29_IGKJ2,,,,,,,,,,,,86755.49592,,,,,,,,,,,,,,,,,,
IG c1264_light_IGKV4-1_IGKJ3,,,128189.7286,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1267_heavy_IGHV1-69_IGHD3-9_IGHJ5,,,,,,,,,,,,,,,,,,,117200.8,,,,,88884.46169,,,,,,
IG c1269_light_IGLV2-14_IGLJ3,,,17625.14528,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c126_light_IGLV1-44_IGLJ2 (IGL c3561_light_IGLV1-44_IGLJ2) (IGL c3966_light_IGLV1-44_IGLJ3),,36195.618,,,,,,,,,,,42204.31335,,,,,,,61516.05,,,,,25563.51935,,,21006.73921,45057.46828,22349.90214
IG c1270_heavy_IGHV4-61_IGHD7-27_IGHJ2,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1271_heavy_IGHV1-2_IGHD3-3_IGHJ6,,,,,,,1597.352443,,,,,,,,,,,,,,,,,,,,,,,
IG c1275_heavy_IGHV2-5_IGHD6-6_IGHJ2,,,,,,,,,,,,,,,,,,,,,,,1368.286349,,,,,,,
IG c1278_light_IGLV6-57_IGLJ3 (IG c1819_light_IGLV6-57_IGLJ3),,,,,,7366.027624,,,,,20508.22203,8275.932807,8535.474848,,,,,,20508.22203,,,,,,,,,,,
IG c1280_light_IGLV1-44_IGLJ2 (IG c1922_light_IGLV1-44_IGLJ2),,,,,,,,,,,,,,,,,,,,,,,,,,,25.18889198,,,826.5511585
IG c1283_heavy_IGHV4-59_IGHD2-21_IGHJ4,,,,,,,,,,,,3178.109703,,,,,,,,,,,,,,,,,,
IG c1284_light_IGKV4-1_IGKJ5,,,,,,,,,2868.904547,,8046.574046,,,,,,,,,,,,,,,,,,,
IG c1288_light_IGLV4-69_IGLJ1,,,,,,338.0628539,,,,,,,824.5873362,,,,,,,1575.03,,,85.46379455,404.3226851,,,942.6834576,36.80427139,352.4897492,433.9698498
IG c1289_light_IGLV1-47_IGLJ3,,,,,,,,,,,,,,,,,,,,,20508.22203,,,,35394.27369,,,,,
IG c128_heavy_IGHV5-51_IGHD3-10_IGHJ4,,,,,,,,,,63348.12359,,,,,,,,,,,,,,,,,,,,
IG c1290_heavy_IGHV4-59B_IGHD3-10_IGHJ4,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c1291_heavy_IGHV3-49_IGHD4-23_IGHJ4,,,,,,,,,,,,,,29531.44651,,,,,,,,,,,,,,,,
IG c1293_light_IGKV4-1_IGKJ2,,,128189.7286,,,,,,,,,,,,,,,,,,,,,,,,,,,61092.57083
IG c1296_light_IGKV4-1_IGKJ3 (IG c38_light_IGKV4-1_IGKJ3) (IG c587_light_IGKV4-1_IGKJ3) (IG c61_light_IGKV4-1_IGKJ3) (IG c621_light_IGKV4-1_IGKJ3) (IG c881_light_IGKV4-1_IGKJ3),,,,,,,,,2868.904547,,,,,,,,,,,,,,,,,,,,,
IG c1298_light_IGLV3-10_IGLJ3 (IG c1750_light_IGLV3-10_IGLJ3),,,,,,,,,,,,,,,,,,,,27330.2,,,,,,,,,,
IG c1299_heavy_IGHV6-1_IGHD3-22_IGHJ3,,,,,,,,,,,,,,,,,,262.3872306,,,,,,,,,,,,
IG c129_light_IGKV3-15_IGKJ1,,,,,,,,,,,,,,,28872.28587,,,,,,,,,,,,,,,
IG c1301_light_IGLV6-57_IGLJ2,,,,,,,,,,,,,,,,35847.4752,,,,,,,,,,,,10224.51657,,
IG c1304_light_IGKV1-9_IGKJ2,,,,,,,,,,,,,,,,,,,,291.44,,,,,,,,,,
IG c1305_heavy_IGHV3-73_IGHD6-19_IGHJ3,,,,,,,,,,,,,,,,,27987.56359,,,,9057.233959,,,,,,,,,
IG c1308_light_IGLV6-57_IGLJ2,,,,,,7366.027624,,,,,20508.22203,,,,,,,,20508.22203,,,,,,,,,,,
IG c1311_light_IGLV9-49_IGLJ2,,,462.9094476,,,,,,,,,,,,,,,,,583.39,,,,,,,,,,
IG c1316_light_IGLV2-14_IGLJ1,,,,,,,,683.7616035,,,,,,,,,,,,,,,,,,,,,,
IG c131_light_IGKV3-11_IGKJ2,,,,,,,,,,,,,149569.5803,,,,,,,,,,,,,,,,,
IG c1323_heavy_IGHV4-39_IGHD3-22_IGHJ4,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c1323_heavy_IGHV5-51_IGHD2-15_IGHJ4,,,,,,,,,,,,,,,,,2816.433328,,,,,,,,,,,,,
IG c1323_light_IGLV6-57_IGLJ3,,,,,,,,,,,,8275.932807,,,4614.464338,,,,,,,,,,,5083.683015,,,,4352.614922
IG c1326_heavy_IGHV3-49_IGHD2-15_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,,,,20869.21974,,25426.48251,8619.660003,
IG c1331_heavy_IGHV3-48_IGHD3-22_IGHJ6 (IG c1390_heavy_IGHV3-48_IGHD3-22_IGHJ6),,,,,,,,,34835.28046,,,,,,,,,,,,,,,,,,,,,
IG c1334_heavy_IGHV3-73_IGHD6-6_IGHJ4,,38889.98562,,,,,,,,,,,,,12734.61027,,,,,,,,,,,,,,,
IG c1335_light_IGKV2D-29_IGKJ1,,,,7394.565352,17550.59594,,,14295.06612,,,,,,,,,,,,,,,,,,,,,,
IG c1338_heavy_IGHV5-51_IGHD4-17_IGHJ4,,,,,,,,,,,,,,,,,,,,,,5318.374453,,,,,,,,
IG c133_heavy_IGHV4-61_IGHD1-26_IGHJ4,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c133_light_IGKV1-27_IGKJ1 (IG c592_light_IGKV1-27_IGKJ1),,22617.78284,,,56492.23219,,,,44422.00937,,,,,,,57314.9961,116571.4537,,,,,,,,,,,,,
IG c1343_light_IGLV1-51_IGLJ2,,,,,,28651.28726,,,,,,,,53162.37402,,39903.96028,,,,,,,,,,,,,,
IG c1344_heavy_IGHV4-59B_IGHD1-7_IGHJ3,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c1348_heavy_IGHV2-5_IGHD6-19_IGHJ3,,,,,,,,,,,,,,,,,,,,,,,1368.286349,,,,,,,
IG c1349_heavy_IGHV2-5_IGHD6-19_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,1368.286349,,,,,,,
IG c1349_light_IGLV1-44_IGLJ3,,,,,,,,,,,,,,,,,,,,,,,,,,,25.18889198,,,826.5511585
IG c134_light_IGLV7-43_IGLJ2,,,7586.927521,,14308.28005,,,20726.34539,,4317.711294,,,8515.672189,,3847.712018,,,,,,,11447.50539,,,,,5242.690568,9530.931807,,
IG c1351_heavy_IGHV4-61_IGHD1-26_IGHJ4,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1354_heavy_IGHV3-48_IGHD1-7_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,,,88485.15945,,,,,
IG c1358_light_IGLV3-25_IGLJ2,,,,,,27059.33532,,52700.28583,,57943.29601,,,,,18262.87826,,,,,42130.76,17934.71019,,,21793.91219,20130.43287,,33829.16229,,19933.77799,23877.1493
IG c135_heavy_IGHV4-61_IGHD6-6_IGHJ1,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1365_heavy_IGHV4-39_IGHD3-3_IGHJ3,,,,,,,,,,,4069.029117,,,,,,,,,,,,,,,,,,,
IG c1366_heavy_IGHV4-61_IGHD5-5_IGHJ3,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1367_light_IGLV9-49_IGLJ3,,,462.9094476,,,,,,,,,,,,,,,,,583.39,,,,,,,,,,
IG c1377_light_IGLV6-57_IGLJ3,,,38711.69784,,,7366.027624,,,,,20508.22203,8275.932807,8535.474848,,,,,,20508.22203,,,,,,,,,,,
IG c1378_light_IGLV1-44_IGLJ3,,36195.618,,,,,,,,,,,42204.31335,,,,,28246.69898,,61516.05,,,,,25563.51935,,,21006.73921,45057.46828,22349.90214
IG c137_light_IGLV1-51_IGLJ2,,,,,,28651.28726,,,,,,,,53162.37402,,,,,,,,,,,,,,,,
IG c1388_heavy_IGHV4-4_IGHD6-13_IGHJ4,,,,,,,,,,,,,,9824.162661,,,,,,,,,,,,,,,,
IG c1388_light_IGLV2-14_IGLJ2,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IG c138_heavy_IGHV5-51_IGHD6-13_IGHJ3,,,,,,,,,,,,,,,20508.22203,,34135.51889,,,,,,,,,,,,,
IG c138_light_IGLV1-44_IGLJ3,,36195.618,,,,,61618.43696,,,,,,42204.31335,,,,,,,61516.05,,,,,25563.51935,,,21006.73921,45057.46828,22349.90214
IG c1392_light_IGKV1-16_IGKJ1 (IGL c1529_light_IGKV1-16_IGKJ1),,,120856.1327,,,,,,,,78525.84347,,12815.09717,,,,,,160227.9205,165096.9203,,142343.5821,37809.7903,82709.52613,,63382.2638,208433.5031,,165865.5884,
IG c1396_light_IGLV10-54_IGLJ2,,,1250.501056,,,3075.849937,4556.810548,,,,,9618.129884,,,,,,,,,,,,,,922.3941711,,,1131.097833,2905.665528
IG c1397_light_IGLV1-47_IGLJ2,,,,,,,,,,,,,50321.2876,,,,,,,,20508.22203,,,,35394.27369,,,,,
IG c139_light_IGKV4-1_IGKJ1,,,,,,,,,,,,,,,74128.49372,,,,,,,,,,,,284241.9451,,,
IG c1405_light_IGLV3-19_IGLJ2,,,,10254.11102,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1407_light_IGLV6-57_IGLJ2,,,,,,7366.027624,,,,,20508.22203,,,,,,,,20508.22203,,,9767.525004,,,,,,,,
IG c1410_heavy_IGHV2-70_IGHD3-22_IGHJ4 (IG c1724_heavy_IGHV2-70_IGHD3-22_IGHJ4) (IG c946_heavy_IGHV2-70_IGHD3-22_IGHJ4),,,,,,,5871.063013,,,,,,,,,,,,,,,,,,,,,,,
IG c1411_heavy_IGHV4-61_IGHD6-13_IGHJ6,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c1411_light_IGLV6-57_IGLJ3,,,38711.69784,,,7366.027624,,,,,20508.22203,8275.932807,8535.474848,,,,,,20508.22203,,,,,,,,,,,
IG c1416_heavy_IGHV4-39_IGHD3-10_IGHJ6,,,,,,,,,,,4069.029117,,,,,,,,,,,,,,,,,,,
IG c1417_light_IGLV1-47_IGLJ2,,,,,,,,,,,,,,,,,,,,,20508.22203,,,,35394.27369,,,,,
IG c1418_light_IGLV1-51_IGLJ2,,,,,,28651.28726,,,,,,,,53162.37402,,,,,,,,,,,,,,,,
IG c1419_light_IGLV1-51_IGLJ2,,,,,,28651.28726,,,,,,,,53162.37402,,,,,,,,,,,,,,,,
IG c142_heavy_IGHV4-59B_IGHD6-6_IGHJ6,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c142_light_IGLV1-47_IGLJ2,,,,,,,,,,,,,,,,,,,,,20508.22203,,,,35394.27369,,,,,
IG c1430_heavy_IGHV4-31_IGHD3-22_IGHJ3,,,,,,,,,,,,,,,,,4813.254935,,,,,,,,,,,,,
IG c1435_heavy_IGHV2-5_IGHD4-17_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,1368.286349,,,,,,,
IG c1435_light_IGKV6-21_IGKJ5,,,,,,,,,,,,,,,,,,2159.155778,,,,,,,,,,,,
IG c1436_heavy_IGHV1-69_IGHD6-13_IGHJ6,,,,,,,,,,,,,,,,,,,117200.8,,,,,88884.46169,,,,,,
IG c1446_light_IGKV3-15_IGKJ1,,,,,,,,,,,,,,,28872.28587,,,,,,,,,,,,,,,
IG c1449_heavy_IGHV4-39_IGHD3-22_IGHJ4,,,,,,,,,,,4069.029117,,,,,,,,,,,,,,,,,,,
IG c1449_light_IGLV1-44_IGLJ3,,36195.618,,,56483.88742,,61618.43696,,,,,,42204.31335,,,,127005.0062,28246.69898,,61516.05,,,,,25563.51935,,,21006.73921,45057.46828,22349.90214
IG c1450_heavy_IGHV3-30_IGHD3-9_IGHJ4,,,,,,,,,,,19238.14185,,,,,,,,,,,,,,,,38424.25182,,,
IG c1451_light_IGLV6-57_IGLJ2,,,,,,7366.027624,,,,,20508.22203,,,,,,,,20508.22203,,,,,,,,,,,
IG c1453_heavy_IGHV3-30_IGHD3-9_IGHJ4,,,,,,,,,,,19238.14185,,,,,,,,,,,,,,,,38424.25182,,,
IG c1456_light_IGKV2D-28_IGKJ5,,,,,,128884.4126,,,,,,,,,,,,,,,,,,,,,,,,
IG c1463_light_IGLV3-25_IGLJ2,,,,,,27059.33532,,52700.28583,,57943.29601,,,,,18262.87826,,,,,42130.76,17934.71019,,,21793.91219,,,33829.16229,,19933.77799,23877.1493
IG c1464_light_IGLV2-14_IGLJ2,,,,,,,,,,,,,,,,,,,905.7102946,,,,,,,,,,,
IG c1467_light_IGKV4-1_IGKJ1,,,128189.7286,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG c1468_light_IGLV8-61_IGLJ2,,,,,,3608.898373,,,,1617.455403,,5818.75546,6025.810189,,638.839417,7331.688066,,,,,8327.608479,,20508.22203,,5946.460176,11118.60755,5736.951202,8815.801017,5478.486443,6016.284313
IG c146_heavy_IGHV2-5_IGHD4-17_IGHJ4,,,,,,,,,,,,,,,,,,,,,,,1368.286349,,,,,,,
IG c1470_light_IGLV1-51_IGLJ3,,,,,,28651.28726,,,,,,,,53162.37402,,39903.96028,,,,,,,,,,,,,,
