,pathway_name,source,n_genes,mean_AD,mean_Ctrl,diff
GO:0031012,extracellular matrix,GO:CC,45,0.1688634826649792,0.1765070227430519,-0.007643540078072719
GO:0030312,external encapsulating structure,GO:CC,45,0.1688634826649792,0.1765070227430519,-0.007643540078072719
GO:0016064,immunoglobulin mediated immune response,GO:BP,24,0.2091792652894519,0.21681120393659067,-0.007631938647138764
GO:0019724,B cell mediated immunity,GO:BP,24,0.2091792652894519,0.21681120393659067,-0.007631938647138764
GO:0055082,intracellular chemical homeostasis,GO:BP,12,0.18565101848334736,0.19327064582801284,-0.0076196273446654805
GO:0005319,lipid transporter activity,GO:MF,10,0.11693444550531755,0.12451546445208501,-0.007581018946767465
GO:0050865,regulation of cell activation,GO:BP,15,0.06430948219184535,0.07186448148474653,-0.007554999292901182
GO:0034380,high-density lipoprotein particle assembly,GO:BP,3,0.102081202694737,0.09453615910569736,0.007545043589039638
GO:0060840,artery development,GO:BP,5,0.16143903262079817,0.15393906129727464,0.0074999713235235355
GO:0048844,artery morphogenesis,GO:BP,5,0.16143903262079817,0.15393906129727464,0.0074999713235235355
GO:0031345,negative regulation of cell projection organization,GO:BP,5,0.14932149215330373,0.14183214900185523,0.007489343151448502
GO:0042254,ribosome biogenesis,GO:BP,6,-0.056217343976777946,-0.048728288304000764,-0.007489055672777183
GO:0048513,animal organ development,GO:BP,59,0.0575390393709306,0.050093676296474446,0.007445363074456153
REAC:R-HSA-9748784,Drug ADME,REAC,3,0.48629797249806533,0.49368963659182363,-0.007391664093758299
GO:0034375,high-density lipoprotein particle remodeling,GO:BP,7,0.1351706254475303,0.14247645573664303,-0.007305830289112719
GO:0051050,positive regulation of transport,GO:BP,30,0.22273408484796958,0.21544816283748164,0.007285922010487944
GO:0048638,regulation of developmental growth,GO:BP,8,0.1609724298162174,0.15368801190339415,0.007284417912823249
GO:0031424,keratinization,GO:BP,4,-0.0926606068890104,-0.08540626240175753,-0.007254344487252873
REAC:R-HSA-6809371,Formation of the cornified envelope,REAC,4,-0.0926606068890104,-0.08540626240175753,-0.007254344487252873
GO:0045095,keratin filament,GO:CC,4,-0.0926606068890104,-0.08540626240175753,-0.007254344487252873
GO:0030280,structural constituent of skin epidermis,GO:MF,4,-0.0926606068890104,-0.08540626240175753,-0.007254344487252873
GO:0045109,intermediate filament organization,GO:BP,4,-0.0926606068890104,-0.08540626240175753,-0.007254344487252873
REAC:R-HSA-6805567,Keratinization,REAC,4,-0.0926606068890104,-0.08540626240175753,-0.007254344487252873
REAC:R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",REAC,12,0.2658016538725819,0.27304777696277627,-0.007246123090194345
GO:1905952,regulation of lipid localization,GO:BP,15,0.12321848030376267,0.13045242951632477,-0.007233949212562096
GO:0062013,positive regulation of small molecule metabolic process,GO:BP,6,0.18026019950242195,0.18747204900598152,-0.007211849503559575
GO:0007286,spermatid development,GO:BP,5,-0.05234592142949914,-0.05952687845932216,0.007180957029823021
GO:0048515,spermatid differentiation,GO:BP,5,-0.05234592142949914,-0.05952687845932216,0.007180957029823021
REAC:R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),REAC,21,0.2810465239979834,0.27388062309357586,0.007165900904407552
GO:0010883,regulation of lipid storage,GO:BP,4,-0.08832521343453233,-0.08118374974511229,-0.007141463689420036
GO:0071482,cellular response to light stimulus,GO:BP,3,-0.011853205050135996,-0.004715784225511083,-0.007137420824624914
GO:0034644,cellular response to UV,GO:BP,3,-0.011853205050135996,-0.004715784225511083,-0.007137420824624914
GO:0008202,steroid metabolic process,GO:BP,13,0.09950758149833389,0.09238453776171299,0.007123043736620899
GO:0006605,protein targeting,GO:BP,4,-0.02970730665147415,-0.03681248218865774,0.007105175537183591
GO:0006403,RNA localization,GO:BP,3,-0.014338659815014611,-0.007264957264957264,-0.007073702550057347
REAC:R-HSA-194315,Signaling by Rho GTPases,REAC,13,-0.16976012812499158,-0.16268913890596015,-0.007070989219031432
REAC:R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",REAC,13,-0.16976012812499158,-0.16268913890596015,-0.007070989219031432
GO:0050671,positive regulation of lymphocyte proliferation,GO:BP,3,-0.0810801165842113,-0.08813355391788238,0.0070534373336710865
GO:0070665,positive regulation of leukocyte proliferation,GO:BP,3,-0.0810801165842113,-0.08813355391788238,0.0070534373336710865
GO:0032946,positive regulation of mononuclear cell proliferation,GO:BP,3,-0.0810801165842113,-0.08813355391788238,0.0070534373336710865
GO:0050670,regulation of lymphocyte proliferation,GO:BP,3,-0.0810801165842113,-0.08813355391788238,0.0070534373336710865
GO:0002263,cell activation involved in immune response,GO:BP,4,-0.008248163588399377,-0.00126256815421728,-0.006985595434182097
GO:0002682,regulation of immune system process,GO:BP,65,0.1709171395761683,0.17787320165352474,-0.00695606207735644
GO:0019221,cytokine-mediated signaling pathway,GO:BP,6,0.3157094331926797,0.30877534306733695,0.00693409012534274
WP:WP3601,Lipid particles composition,WP,6,0.17660031062499085,0.16967503047830848,0.006925280146682367
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,GO:BP,5,-0.027161445721624922,-0.020240504713654305,-0.006920941007970617
KEGG:05410,Hypertrophic cardiomyopathy,KEGG,4,0.05264321933709635,0.04573026991263226,0.0069129494244640904
KEGG:05414,Dilated cardiomyopathy,KEGG,4,0.05264321933709635,0.04573026991263226,0.0069129494244640904
GO:0046914,transition metal ion binding,GO:MF,24,0.32132631266183054,0.32820305926268994,-0.006876746600859407
GO:0051240,positive regulation of multicellular organismal process,GO:BP,46,0.026661313080321748,0.019846469813660762,0.006814843266660986
GO:0022414,reproductive process,GO:BP,27,0.25896596478500616,0.2521600598810547,0.006805904903951443
GO:0030001,metal ion transport,GO:BP,11,0.23730247094279883,0.23051969136848832,0.006782779574310505
GO:0050793,regulation of developmental process,GO:BP,45,0.05050907235755786,0.04379339344771384,0.006715678909844022
GO:0050778,positive regulation of immune response,GO:BP,48,0.22132577548346605,0.22803707185805697,-0.006711296374590919
GO:0061448,connective tissue development,GO:BP,9,-0.1486838861296668,-0.14203350992949143,-0.006650376200175362
